Rk,Player,Pos,G,GS,MP,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards
1,Kon Knueppel,G,34,34,1035,20.8,0.631,0.561,0.312,464,4.2,10.5,7.6,15.7,2,0.6,10.8,21.6,3.8,2.2,6,0.231,6.5,4,10.5,
2,Cooper Flagg,F,32,32,877.5,30.4,0.596,0.279,0.433,603,5.7,21.5,14.2,26.3,3,4.6,12,30.4,4.4,2.9,7.3,0.3,9.5,7,16.4,
3,Tyrese Proctor,G,33,33,972,15.4,0.562,0.597,0.206,364,2.3,9.5,6.2,12.6,1.7,0.5,9.1,20.5,2.3,2,4.2,0.173,3.6,3.2,6.8,
4,Sion James,G,34,27,863,18.8,0.649,0.34,0.447,316,3.3,14.8,9.5,20.1,2.1,1.3,15.2,16,2.6,2,4.7,0.217,4.6,5.5,10,
5,Khaman Maluach,C,34,34,713,25.2,0.715,0.09,0.404,285,17.8,19.7,18.8,4,0.5,6.6,11.6,16.2,2.8,1.8,4.6,0.261,6,3.3,9.3,
6,Mason Gillis,F,32,0,485,13.4,0.574,0.793,0.189,139,5.7,13.3,9.8,8.9,2,0,10.4,14.3,1,1.1,2.1,0.171,2.6,4,6.6,
7,Caleb Foster,G,33,7,467,12.7,0.488,0.438,0.209,171,4,9.2,6.8,16.7,2.7,0.7,15.1,21.8,0.5,1,1.5,0.13,-0.1,3.9,3.8,
8,Isaiah Evans,G,31,3,457,18.1,0.647,0.827,0.19,188,0.8,8.2,4.8,7.1,0.9,0.7,8,22.4,1.5,0.8,2.3,0.2,6.6,2,8.7,
9,Maliq Brown,F,23,0,-389,15.9,0.644,0.308,0.41,92,11.6,14.9,13.4,14.1,4.6,2.6,32.1,9.1,0.6,1.2,1.8,0.181,2.9,8,10.9,
10,Patrick Ngongba,C,25,0,259,23.4,0.709,0.019,0.37,95,14.1,16.2,15.2,10.1,2.1,4.7,8.6,13.8,1,0.7,1.7,0.264,4.5,5.7,10.2,
11,Darren Harris,G,19,0,115,12.8,0.423,0.543,0.457,39,8.7,10.3,9.6,9.9,1.6,0,2.3,19.5,0.2,0.2,0.4,0.143,-0.1,1.8,1.8,
12,Cameron Sheffield,G,11,0,25,8.1,0.362,0.8,0.8,8,15.1,8.6,11.6,11.7,0,0,12.7,16.3,0,0,0.1,0.1,0.6,0.4,0.9,
13,Neal Begovich,F,9,0,20,16.4,0.5,0.5,0,4,0,37.5,20.2,16.1,6,0,20,12.9,0,0.1,0.1,0.181,-0.8,10,9.2,
14,Spencer Hubbard,G,10,0,20,22,0.611,0.444,0,10,6.3,5.4,5.8,19.2,6,0,18.2,28.3,0,0.1,0.1,0.204,3.4,6.1,9.5,
15,Stanley Borden,C,3,0,7,-17.5,0,0,0,0,0,15.3,8.3,0,0,15.9,66.7,22.1,-0.1,0,-0.1,-0.286,-20.1,3.6,-16.5,
,Team Totals,,34,34,6802,,0.607,0.454,0.321,,,,,,,,,,20.6,16.2,36.8,0.216,5,4.5,9.6,
