Rk,Player,Pos,G,GS,MP,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards
1,Chucky Hepburn,G,33,33,1144,21.1,0.593,0.51,0.526,577,1.7,9.6,5.8,31.4,4.1,0.3,18.1,24,3.3,2.3,5.6,0.197,4.6,5,9.6,
2,J'Vonne Hadley,G,34,34,1122,17.3,0.606,0.285,0.361,413,7.5,17.4,12.5,10.4,1.3,0.8,13.9,17.6,2.6,2,4.6,0.163,3.6,2.8,6.4,
3,Terrence Edwards,G,34,31,1109,17.1,0.549,0.432,0.303,533,3.1,10.9,7.1,16.4,1.2,0.7,12.7,26.5,2.3,1.7,3.9,0.142,3.7,1.7,5.5,
4,Reyne Smith,G,30,18,692.25,15.1,0.595,0.888,0.167,336,1.8,8.4,5.2,4.8,1.3,0.4,5.6,19.3,2.3,1.3,3.6,0.156,4.7,1.9,6.6,
5,James Scott,F,34,30,811,19.5,0.703,0.042,0.483,258,10.4,18.8,14.7,11.2,1.6,4.2,15.8,12.8,2.1,1.7,3.8,0.186,3.4,4.7,8.1,
6,Noah Waterman,F,30,19,608,8.4,0.465,0.707,0.171,174,6.9,13.4,10.2,3.5,0.6,2.2,10.5,17.9,0.3,0.9,1.2,0.08,-1.2,1.6,0.4,
7,Khani Rooths,F,34,0,453,11.1,0.47,0.49,0.327,118,8.4,16.9,12.8,3.8,1.5,2.5,13.7,15.3,0.2,0.8,1.1,0.095,0.6,2.8,3.4,
8,Aboubacar Traore,G,24,2,330,16.6,0.559,0.071,0.405,121,13,22.9,18.1,7.9,2.3,3.8,22.5,19.5,0.3,0.8,1.1,0.135,-0.4,3.8,3.4,
9,Kasean Pryor,G,7,3,163,22,0.502,0.485,0.485,86,6.4,23.2,15,17.8,3.9,5.6,15.2,30.2,0.2,0.5,0.7,0.17,2.5,5.5,8,
10,Frank Anselem,C,23,0,86,7.4,0.369,0.125,0.75,13,10.8,16.8,13.9,3.6,0,6.6,8.4,6.9,0.1,0.2,0.2,0.102,-3.4,3.2,-0.1,
11,Koren Johnson,G,2,0,39,5.8,0.273,0.364,0,9,3,5.7,4.4,21.6,4.5,0,8.3,15.3,0,0.1,0,0.051,-7.2,4.5,-2.7,
12,Cole Sherman,G,10,0,10,1.6,0.5,1,0,2,0,11.1,5.7,0,0,0,0,15,0,0,0,0.093,-7.8,2.9,-4.8,
13,Patrick Antonelli,G,9,0,10,-8.9,0.385,0,2,3,0,0,0,0,5.8,0,43.5,34.4,-0.1,0,-0.1,-0.21,-16.1,-0.5,-16.6,
14,Aidan McCool,G,10,0,9,8,0.526,,,1,0,0,0,0,6.4,0,0,5.3,0,0,0,0.112,-4.1,8.6,4.4,
15,Spencer Legg,F,9,0,8,-3.3,0,0,0,0,0,13.9,7.1,0,0,0,0,6.2,0,0,0,-0.032,-5.4,-0.2,-5.6,
,Team Totals,,34,34,6825,,0.569,0.481,0.345,,,,,,,,,,13.7,12.2,25.9,0.152,2.9,3.1,6,
