Rk,Player,Pos,G,GS,MP,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards
1,Norchad Omier,F,33,33,1038,26.5,0.63,0.187,0.456,514,14.9,26.6,20.6,10.3,2.3,3.8,16.6,24.4,3.4,2.1,5.5,0.212,6.8,2.8,9.7,
2,V.J. Edgecombe,G,31,31,1010,22.2,0.549,0.393,0.363,473,7.2,13.4,10.2,20,4,2.3,12.8,24.4,2.8,1.8,4.6,0.182,7,4.6,11.6,
3,Robert Wright III,G,33,19,969,14.9,0.509,0.262,0.299,400,1.8,6.7,4.2,28,2.1,0.3,15.5,22.7,1.6,1,2.7,0.111,2.7,1.1,3.8,
4,Jayden Nunn,G,32,22,923,12.5,0.542,0.614,0.159,264,2.6,8.8,5.7,9.7,2,0.7,8.6,15.9,1.5,1.1,2.6,0.113,3,2.5,5.5,
5,Jeremy Roach,G,27,18,787,11,0.475,0.422,0.183,271,1.2,6.6,3.8,17.3,1.7,0.6,11.3,21.2,0.8,0.8,1.6,0.081,1.3,1.4,2.7,
6,Jalen Celestine,G,29,9,721,11.3,0.54,0.758,0.143,191,4.5,12.3,8.3,5.1,1.4,1.2,9.3,15.1,1.1,0.9,1.9,0.107,1.9,1.6,3.4,
7,Josh Ojianwuna,F,23,23,569,20.7,0.749,0.012,0.738,168,12.4,18.6,15.4,4.2,2.2,3.9,14.3,11.8,1.6,1,2.6,0.185,4.4,3,7.4,
8,Langston Love,G,18,10,416.7,11.8,0.522,0.583,0.291,144,4.3,8.4,6.3,8.4,1.7,0.8,11.6,17.9,0.7,0.5,1.2,0.103,1.9,1.4,3.3,
9,Jason Asemota,F,23,0,149,11.2,0.406,0.558,0.186,40,8.6,19.6,13.9,5.9,2.8,3.3,6,17,0.1,0.3,0.4,0.101,-2.3,3.2,0.9,
10,Marino Dubravcic,F,16,0,52,6.8,0.508,0,1,10,8.9,9.4,9.1,0,2.3,0,25.3,11.6,0,0.1,0.1,0.046,-2.4,2.4,0,
11,Davidson Hubbard,F,10,0,22,14.3,0.583,0.5,0,6,5.3,27.6,16.2,0,0,5.6,14.3,16.2,0,0,0.1,0.103,-5.5,-0.8,-6.2,
12,Omar Adegbola,G,10,0,22,22.3,0.633,0.333,0.111,10,10.5,5.5,8.1,10.4,0,0,9.5,24.2,0.1,0,0.1,0.165,1.6,-2.8,-1.2,
,Team Totals,,33,33,6725,,0.552,0.399,0.306,,,,,,,,,,13.7,9.6,23.3,0.139,3.7,2.4,6.1,
