Rk,Player,Pos,G,GS,MP,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards
1,Jalon Moore,F,33,33,998,18.9,0.596,0.301,0.449,471,5.2,17.3,11.6,3.9,1,2.1,10.9,25.4,2.4,1,3.4,0.138,3.7,0.3,3.9,
2,Jeremiah Fears,G,33,30,989,20.6,0.562,0.327,0.516,583,3,13.2,8.3,28.6,3.1,0.5,18.6,31.6,2,1.2,3.2,0.13,3.9,1.5,5.4,
3,Duke Miles,G,33,33,821,17.8,0.657,0.446,0.368,305,2.2,10.1,6.3,15.9,3.3,0.3,14.6,17.4,2,0.9,3,0.145,3.9,3.4,7.3,
4,Kobe Elvis,G,33,16,786,11.9,0.553,0.613,0.131,275,1.1,7.5,4.5,22.5,1.7,0,17.8,18.6,0.9,0.5,1.5,0.074,1.8,0.5,2.3,
5,Brycen Goodine,G,30,18,671,13.6,0.623,0.777,0.24,201,1.7,11.3,6.8,2.2,2.1,1.4,6.7,15.9,1.3,0.7,1.9,0.115,3.9,1.9,5.8,
6,Glenn Taylor Jr.,F,33,2,640,10.1,0.521,0.516,0.317,152,1.8,13.5,7.9,9.2,2,1.5,12.1,13.2,0.5,0.7,1.2,0.074,0.9,2.3,3.2,
7,Sam Godwin,F,30,30,400.4,18.5,0.593,0,0.474,221,15.8,16.9,16.4,8.1,2.6,3.9,17.5,17.9,1.2,0.8,2,0.14,1.9,1.9,3.8,
8,Dayton Forsythe,G,30,0,356,15.9,0.676,0.584,0.545,129,0.7,10,5.6,16.1,2.1,0,13.4,16,1,0.3,1.3,0.148,2.8,2.2,4.9,
9,Mohamed Wague,F,32,3,351,21.3,0.727,0,0.767,144,18.8,12.8,15.7,11.2,4.2,3.4,24.8,15.8,1.1,0.6,1.6,0.187,2.8,3.9,6.6,
10,Luke Northweather,C,29,0,330,10.2,0.581,0.794,0.222,76,2.7,12.9,8.1,5.8,0.3,2.5,4.1,11.2,0.5,0.2,0.8,0.093,2.5,1.5,4,
11,Jacolb Cole,F,15,0,69,6.9,0.469,0.455,0.545,14,1.8,18.4,10.5,7.1,0.8,0,12.6,11.7,0,0.1,0.1,0.056,-2.4,0.9,-1.5,
12,Jake Moser,G,7,0,7,18.9,1.5,1,0,1,0,0,0,0,0,0,0,7.3,0,0,0,0.149,6.9,2.2,9.1,
13,Reid Lovelace,G,6,0,6,-16.7,0,1,0,0,0,0,0,0,0,0,50,17,0,0,0,-0.286,-13.7,-6.4,-20.1,
,Team Totals,,33,33,6596,,0.595,0.419,0.396,,,,,,,,,,13,7,20,0.121,2.9,1.7,4.6,
