Rk,Player,Pos,G,GS,MP,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards
1.0,Braden Smith,G,33,33,1213,22.5,0.553,0.462,0.191,633.0,1.4,14.1,7.9,44.3,3.7,0.6,16.6,24.9,3.7,1.7,5.5,0.18,7.3,3.5,10.8,
2.0,Fletcher Loyer,G,33,33,1014,17.0,0.636,0.498,0.386,399.0,1.3,7.5,4.5,9.9,1.0,0.1,10.0,20.7,2.9,0.6,3.5,0.139,5.7,1.0,6.6,
3.0,Trey Kaufman-Renn,F,33,33,1003,27.1,0.615,0.016,0.421,620.0,10.9,14.9,13.0,17.2,1.4,1.1,12.3,32.3,3.9,1.0,4.9,0.196,7.4,1.5,8.8,
4.0,Camden Heide,F,33,8,636,11.9,0.638,0.708,0.354,137.0,5.1,17.0,11.2,3.8,1.2,1.6,7.4,10.0,1.2,0.7,1.9,0.119,2.9,2.7,5.5,
5.0,Caleb Furst,F,33,20,628,12.2,0.593,0.0,0.952,164.0,11.6,12.3,12.0,3.9,2.1,1.6,18.9,12.4,1.0,0.7,1.7,0.106,0.7,2.4,3.1,
6.0,C.J. Cox,G,33,20,615,14.3,0.591,0.549,0.352,186.0,5.5,13.6,9.7,6.4,2.2,0.2,10.3,15.8,1.2,0.7,1.9,0.123,2.9,2.2,5.1,
7.0,Myles Colvin,G,33,8,575,9.9,0.503,0.705,0.114,156.0,3.6,14.5,9.2,3.9,2.0,1.3,10.3,17.8,0.4,0.7,1.0,0.071,0.0,1.7,1.7,
8.0,Gicarri Harris,G,33,5,504,11.7,0.561,0.635,0.26,131.0,3.4,9.7,6.6,9.2,1.7,1.2,9.3,13.4,0.8,0.5,1.3,0.103,2.3,2.7,4.9,
9.0,Raleigh Burgess,F,31,0,197,14.6,0.578,0.349,0.395,61.0,11.2,14.3,12.8,6.2,2.4,2.5,16.4,16.3,0.3,0.3,0.5,0.11,1.3,2.6,3.9,
10.0,Will Berg,C,19,3,120,15.4,0.746,0.0,0.882,36.0,8.7,19.4,14.2,10.1,1.0,5.2,24.9,14.1,0.2,0.2,0.4,0.134,-0.7,4.0,3.3,
11.0,Brian Waddell,F,9,0,40,17.6,0.756,0.4,0.4,16.0,0.0,21.5,11.1,18.5,1.5,0.0,29.6,22.2,0.1,0.0,0.1,0.114,3.3,2.7,5.9,
12.0,Daniel Jacobsen,C,2,2,26,28.1,0.697,0.167,1.167,11.0,5.0,28.3,17.0,0.0,0.0,14.3,9.7,20.9,0.1,0.0,0.1,0.212,3.8,3.7,7.5,
13.0,Sam King,F,6,0,13,1.4,0.5,0.0,0.0,2.0,10.0,18.9,14.6,0.0,0.0,0.0,33.3,12.1,0.0,0.0,0.0,0.005,-8.5,-0.3,-8.8,
14.0,Jack Lusk,G,5,0,7,0.0,,,,0.0,0.0,17.5,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.032,-5.7,3.1,-2.6,
15.0,Jace Rayl,G,4,0,6,-22.9,0.256,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,34.6,-0.1,0.0,-0.1,-0.424,-21.2,-10.6,-31.8,
16.0,Josh Furst,F,2,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.005,-0.6,0.1,-0.5,
,Team Totals,,33,33,6599,,0.592,0.381,0.346,,,,,,,,,,15.7,7.1,22.8,0.138,4.1,2.2,6.4,
