"","teams","seed","ws.40","aBPM","TS","TOV","StlBlk","OR","PER","depth"
"1","notre-dame","11",5.30869778573296,3.50985610280956,5.73370075254537,-6.73835757235159,6.28132851758794,0.382325634012429,1.64723955714659,7
"2","rutgers","11",4.60369240867767,3.45188617939545,5.2778426124197,-7.47827724566997,11.3773768089394,0.501263054251863,1.63006091437198,7
"3","alabama","6",4.80697693365325,5.09871126371772,5.60143396226415,-8.34643795825843,10.6865623948873,0.592726079713014,1.68474995670334,8
"4","saint-marys-ca","5",6.20375807787904,5.04379453189727,5.607529296875,-7.50743515052554,8.87381938690969,0.400215410107705,1.61531731565866,8
"5","gonzaga","1",8.78966660593915,8.3861176899253,6.25298755186722,-7.1423631446777,11.0389324102751,0.478883220987429,2.10856804518127,8
"6","georgia-state","16",5.77225411207957,0.702526562110389,5.06241863075196,-6.64719999020574,13.4324888528577,0.638148122996853,1.69710863743902,8
"7","boise-state","XXXXXX",6.05674666152036,4.29580547325243,5.44878186968838,-7.54760945684379,9.46601926163724,0.51723970454124,1.59422094888881,7
"8","memphis","XXXXXXX",5.26991484167469,4.06360025499475,5.60993178717599,-9.87490436627115,13.9065011208829,0.664220811135463,1.63653557876339,10
"9","connecticut","XXXXXX",6.38313959248892,5.68825848030131,5.35025706940874,-7.06936545925507,12.0288587390263,0.683363845610668,1.8006848736125,9
"10","new-mexico-state","XXXXXXX",5.66847395402143,1.9319695559896,5.54660098522167,-8.59754494388448,9.63010420058613,0.638783398413859,1.55694609611647,11
"11","arkansas","XXXXXX",5.72778857142857,5.37586020408163,5.41790940766551,-7.31139914646444,10.9574422442244,0.484457142857143,1.64032408163265,7
"12","vermont","XXXXXXX",7.59360530100422,3.11012265756097,5.97899956877965,-6.47102552610154,7.71096399160342,0.384683023913875,1.90015351311339,9
"13","texas-tech","XXXXXX",6.70162358640607,6.38506483086669,5.59747720364742,-8.72496289291496,12.1426378013204,0.541249851993154,1.65141967355922,10
"14","montana-state","XXXXXXX",5.89335058313927,0.56435998428351,5.86766707667077,-8.15100856153183,8.70989729225023,0.462282532654841,1.66706992879663,9
"15","michigan-state","XXXXXX",4.83635331888364,4.51939751484443,5.55949723050703,-8.30683912520495,10.4524113701693,0.540859565265238,1.64206209539667,9
"16","davidson","XXXXXXX",6.46147516907116,3.93969369695726,6.01290878520387,-6.51987751732897,7.57635359116022,0.407328642913414,1.82522679213249,8
"17","duke","XXXXXX",6.98792761375053,6.1753704779146,5.88608912792931,-6.35035285037117,11.1711053355756,0.537692065134354,2.03125265046509,8
"18","cal-state-fullerton","XXXXXXX",4.93898977134684,0.483960629023736,5.44286333012512,-7.51431773718048,8.59029850746269,0.481327883513033,1.55607273529204,8
"19","baylor","1",6.61219210241646,6.80720354697419,5.48836027713626,-7.54394857768344,11.9542344045369,0.542620177295671,1.74302805534896,8
"20","norfolk-state","XXXXXXX",6.62957032226449,-0.356981290785351,5.7093619047619,-8.34337099087115,9.76539366515837,0.518968015249676,1.64900912378483,9
"21","north-carolina","XXXXXX",5.66301651737468,5.16778395359104,5.7415057208238,-6.99258769509503,8.99023861171367,0.481661679395288,1.82502230794305,6
"22","marquette","XXXXXXX",4.82784650132715,4.11939396270793,5.6077669452182,-8.10183015095673,11.83250966549,0.344947271238508,1.60465947496552,9
"23","ucla","XXXXXX",6.56279211894946,6.43538947920213,5.43903821382568,-5.77644112987551,10.1164567183463,0.558966252048931,1.82528094631458,9
"24","akron","XXXXXXX",5.89145456945178,0.374159423166573,5.68812159709619,-7.50061516515778,8.62572706935123,0.497781118822043,1.66390412038335,8
"25","texas","XXXXXX",6.13736389841685,5.41175225669267,5.41940655908381,-7.43182226000367,10.8412886597938,0.538546305254854,1.59294804822612,9
"26","virginia-tech","XXXXXXX",6.01530878685639,4.79392694733754,5.78979377104377,-7.46495870409843,8.71736834384627,0.450481150066011,1.71666568871938,8
"27","purdue","XXXXXX",6.37017937134412,6.23337707055951,6.0043002640513,-7.29424002735622,8.1087250293772,0.604779262596114,1.90166875254983,10
"28","yale","XXXXXXX",4.66641328333529,-0.0111946095336315,5.46325641025641,-7.8369557110588,8.63994434137291,0.412077870262431,1.46749747633445,9
"29","murray-state","XXXXXX",0,0,NA,NA,0,0,0,9
"30","san-francisco","XXXXXXX",6.31017356080732,4.89622233001288,5.67533637873754,-7.52897597702326,10.8390667574932,0.496491360507287,1.71841954622988,8
"31","kentucky","XXXXXX",7.08103612453359,7.14661922036544,5.64850169779287,-6.76441571911467,9.64620853080569,0.617565761293876,1.94427064554177,7
"32","saint-peters","XXXXXXX",5.25682865179269,0.529196872533958,5.28428800856531,-8.51720505942901,11.9152906870785,0.51826872748244,1.47798997790985,9
"33","arizona","1",7.74756561407703,7.42386188348273,5.92993440233236,-7.65202499872658,11.2515736534718,0.654622848736101,1.99352506690109,8
"34","bryant","XXXXXXX",5.12205286947816,-0.835570802867512,5.4932528041415,-8.11301430365486,9.23401788671746,0.536881302894328,1.62046534208127,9
"35","seton-hall","XXXXXX",5.53558330970799,4.43985670024358,5.2712114337568,-7.27205454506676,11.7533244459257,0.580594910233341,1.68905071324427,9
"36","texas-christian","XXXXXXX",4.94709785159792,4.35276103815726,5.23752868068834,-8.49344961308044,10.0976244712008,0.652646544912654,1.5319320556126,9
"37","houston","XXXXXX",7.90261584207558,7.08788986355514,5.54733924611973,-6.9266418171704,14.4044850498339,0.742822850157917,1.94324146306801,8
"38","alabama-birmingham","XXXXXXX",7.16033507925076,3.48668938968242,5.62221649484536,-6.84739781917413,12.6637237622176,0.585610324490024,1.91724279858551,9
"39","illinois","XXXXXX",5.86707705444376,5.64303281761326,5.59680356259278,-7.26871254243159,7.0214626391097,0.526682198892853,1.73696918280887,7
"40","chattanooga","XXXXXXX",6.53597723315694,2.49060985375066,5.7252281134402,-6.991543753002,9.2355097012627,0.564941405997517,1.85799809404816,9
"41","colorado-state","XXXXXX",5.97273409669744,3.97232788774558,5.9193946290396,-6.61852377799477,9.76675554074321,0.392218162671852,1.7786526922665,10
"42","michigan","XXXXXXX",4.76926862636869,4.54560761421971,5.58878829446731,-7.39237474985913,7.42516225661508,0.542698045455386,1.65062761627929,9
"43","tennessee","XXXXXX",6.34339806856772,6.73806305147227,5.37899905571294,-7.36900167176394,12.6370761628898,0.510342570481921,1.65543375839905,9
"44","longwood","XXXXXXX",6.56827111285813,0.336213153760825,5.62103448275862,-7.09590003514959,9.85363028226464,0.574076353581688,1.77309787450051,9
"45","ohio-state","XXXXXX",5.26360923054083,4.74189509977837,5.82934845559846,-7.25063108368333,9.14595000939673,0.512542564682107,1.74764255513829,9
"46","loyola-il","XXXXXXX",6.71328713744758,4.6095513137639,5.9275671918443,-7.95015793670565,8.77242126312281,0.420971121034624,1.69535999763938,9
"47","villanova","XXXXXX",6.62534626332032,6.8310115950424,5.7466076173605,-6.2919689303131,8.72167511859971,0.502252294540043,1.8334974482917,7
"48","delaware","XXXXXXX",4.9878151139202,0.645634985633699,5.78994259942599,-7.97534930875309,9.90080449301761,0.49323236361343,1.70075584856216,8
"49","kansas","1",6.2656126987502,6.74201768797617,5.71658673061551,-7.59759488024938,9.37882427307206,0.548521074257788,1.79344461773159,9
"50","texas-southern","XXXXXXX",4.72029814130743,-0.791947415642718,5.24582582582583,-8.91309073230719,10.2192491467577,0.591997559818884,1.41317842118736,10
"51","san-diego-state","XXXXXX",5.8158496539497,4.83335642371315,5.31375462718139,-8.41495091142279,12.6686617830981,0.473772126551979,1.49228867783111,9
"52","creighton","XXXXXXX",5.0670413033124,4.32513028930674,5.62382978723404,-8.52287218293834,9.35303967965053,0.556633515781878,1.58361596836187,7
"53","iowa","XXXXXX",6.69066750039811,6.31911485942921,5.67828417266187,-5.58756350957813,10.7924659561871,0.572576032357657,2.01364094855892,10
"54","richmond","XXXXXXX",4.8535179320647,2.79449198280627,5.50324989741485,-6.17758505571496,9.47261817649641,0.376396056121213,1.63511503505263,9
"55","providence","XXXXXX",5.0723050550148,3.94907717206351,5.45211696471726,-7.24097256564123,8.42232635983264,0.506772401795481,1.59177623249755,8
"56","south-dakota-state","XXXXXXX",6.69195426355924,2.33241866170302,6.3339222614841,-6.78879167334048,7.58490196078431,0.411542232439248,1.97890895600484,9
"57","louisiana-state","XXXXXX",6.22745927803742,5.92258320435638,5.39187857457105,-8.72381475064958,15.4171787035548,0.589416321695959,1.66663601880928,8
"58","iowa-state","XXXXXXX",4.78164586974741,3.88330254509999,5.32666342884896,-8.80783970862467,11.2118716408473,0.455373548666415,1.38165249831208,9
"59","wisconsin","XXXXXX",5.44098297827296,5.39035121668341,5.36735603405108,-5.50399141337807,8.00412103211435,0.456267357806049,1.71134828035914,7
"60","colgate","XXXXXXX",6.06784604725613,0.642502329359486,5.8653601609658,-7.16347910610515,9.2694246242599,0.466637933917863,1.79831922975846,8
"61","southern-california","XXXXXX",5.5474083559781,4.25792145997781,5.43523960216998,-7.26413369316477,8.63340994910524,0.578486951447672,1.67815784742066,8
"62","miami-fl","XXXXXXX",4.90039001805979,3.39623579343799,5.73638609715243,-6.31106418405132,11.2130230371415,0.389801802090232,1.81952451475785,8
"63","auburn","XXXXXX",6.27523831590362,6.14870652642768,5.44263871241,-6.87633720690098,16.0951392321635,0.514954591709323,1.77535137757289,9
"64","jacksonville-state","XXXXXXX",5.73415791656141,0.611560326871839,5.8117463898917,-8.0701133114144,8.96702214930271,0.514361782495341,1.7009374210584,9
"65","wyoming","12",5.75533981891616,3.44813057836345,5.73137238135955,-7.31541751724126,5.72008019740901,0.418935816695421,1.57933385659158,8
"66","indiana","12",5.08416855425244,4.51106527763182,5.49459644322845,-7.23243681396032,10.9627371493433,0.431213413595282,1.56819584669658,9
