"","teams_d","ScoreDiff","RoundPoints","LevRoundPts","favWin","score_dxLRPts","score_dxRPts","seed_d","ws.40_d","aBPM_d","TS_d","TOV_d","StlBlk_d","OR_d","PER_d","depth_d"
"371","minnesota middle-tennessee 2017",-9,1,1,0,-9,-9,7,-1.27273075557054,1.36226981449944,-5.1937436031195,-0.132719788377305,2.14281537666943,-0.0478895336689298,-0.176337824698281,-1
"372","butler winthrop 2017",12,1,1,1,12,12,9,0.0189415991434183,5.65701575317477,-5.09790752406675,1.30066513711965,-2.00604191902424,0.0239107926957761,0.105623505437526,-1
"373","cincinnati kansas-state 2017",14,1,1,1,14,14,5,2.06005959531804,1.49602895837836,-5.09438553835569,2.44207558812967,1.32723718079047,0.115268368411539,0.297400751153494,1
"374","ucla kent-state 2017",17,1,1,1,17,17,11,2.11207976481731,6.3635426694256,-4.60941522649406,0.634027286727656,0.575446491351428,-0.15575073972873,0.503360420691961,-2
"375","dayton wichita-state 2017",-6,1,1,0,-6,-6,3,-2.24730692929986,-3.04592352665772,-5.31149526143791,-0.685907671480047,1.4496709631258,-0.169275746813573,-0.247874710005145,-1
"376","kentucky northern-kentucky 2017",9,1,1,1,9,9,13,1.48405275365909,7.31877527296182,-5.0875262909593,1.28522241009284,2.20278844832776,-0.00171085663765789,0.188223016878663,0
"377","north-carolina arkansas 2017",7,2,1.5,1,10.5,14,7,1.51466764733406,3.53315789212744,-5.07152479203404,0.270846417983088,-1.60390526112481,0.178681639254548,0.0826743140008205,2
"378","butler middle-tennessee 2017",9,2,1.5,1,13.5,18,8,-0.809772967930622,2.54412912483857,-5.13380295190812,0.0527144087704059,-0.454924037274161,-0.0733628983303834,-0.0616389848623271,0
"379","ucla cincinnati 2017",12,2,1.5,1,18,24,3,-0.151845655243648,-0.0327357920659539,-4.91600720697441,-0.8581195231662,-2.55204288481336,-0.0962381924835615,0.151353596656182,-1
"380","kentucky wichita-state 2017",3,2,1.5,1,4.5,6,8,-1.49096687532819,0.234252852274839,-5.3199426264124,0.239045940027382,-0.232294611015082,-0.00143113403236077,-0.104855237204541,-1
"381","north-carolina butler 2017",12,4,1.75,1,21,48,3,0.798562818198096,2.02404833444119,-5.35091922135104,-0.311536952883988,1.0453056727053,0.254486582780747,0.0812565604277847,2
"382","kentucky ucla 2017",11,4,1.75,1,19.25,44,1,-0.176089220910661,1.1195754686274,-5.67529947823691,0.244403194229508,0.165762808806537,0.0409603506173247,-0.241804815419061,1
"383","north-carolina kentucky 2017",2,8,1.875,1,3.75,16,1,-0.142348345602313,0.456475474042975,-5.10126671288312,-0.351352571803388,-0.162838237248037,0.150002355566247,0.00925561589264312,2
"384","kansas austin-peay 2016",26,1,1,1,26,26,15,3.04944248449091,9.90917714350238,-5.01116853687692,0.740617486458304,-0.341947924248808,-0.028461602612931,0.269203460259136,0
"385","colorado connecticut 2016",-7,1,1,0,-7,-7,1,-1.18835844002509,-1.79022390589122,-5.04989508685132,-0.79676924701004,-2.06957949150428,0.11400493497807,-0.164213659112817,0
"386","maryland south-dakota-state 2016",5,1,1,1,5,5,7,0.37817614239433,3.94786162632075,-5.02344160187881,-0.790368976094981,4.24341040474307,-0.0274630102362631,0.184544830855634,0
"387","california hawaii 2016",-11,1,1,0,-11,-11,9,-0.756974666560958,2.12514879943469,-5.06232379679927,-0.163729592532285,-2.27910518659748,0.0149942791020322,-0.0463276310064678,0
"388","arizona wichita-state 2016",-10,1,1,0,-10,-10,5,-0.590378526264248,-0.123869783636635,-4.78280134101127,-1.61592515804579,-3.05818692682444,0.0928076697098733,0.0662758392591734,-1
"389","miami-fl buffalo 2016",7,1,1,1,7,7,11,1.33138316766827,5.65624608758945,-4.8590537342184,0.731356644827768,-0.165070486677301,-0.0422101788555748,0.240501918123039,0
"390","iowa temple 2016",2,1,1,1,2,2,3,1.74395270248465,3.21526240107166,-4.43239578163772,-0.607732879063271,3.24532174045892,0.054339991120542,0.334884452890075,0
"391","villanova north-carolina-asheville 2016",30,1,1,1,30,30,13,2.06472745269709,8.39919541426564,-4.8956745912241,0.816863297002486,-1.03756313182225,0.000908943000915308,0.311860896467741,1
"392","kansas connecticut 2016",12,2,1.5,1,18,24,8,0.651010203170585,2.22676499637162,-4.98831392418451,-0.534043868600085,-2.50812047286817,0.0392851656189031,0.106812900249138,0
"393","maryland hawaii 2016",13,2,1.5,1,19.5,26,8,-0.310797604211381,2.49101652082755,-5.0196896271755,-0.551483716661795,0.481466689830109,-0.0578190839110804,0.118687655461901,0
"394","miami-fl wichita-state 2016",8,2,1.5,1,12,16,8,-1.42286015967427,-0.353463188257416,-4.7803101333768,-1.15959637693466,-2.3826549795086,0.00763592549690326,0.0508091861176009,0
"395","villanova iowa 2016",19,2,1.5,1,28.5,38,5,1.56573295744213,2.65970333644123,-4.89925087075542,-0.568757222279404,-0.790688887540169,-0.0360317013402381,0.105751091068178,-1
"396","kansas maryland 2016",16,4,1.75,1,28,64,4,0.876860197230722,2.22378587176901,-5.37417346442446,0.544018183220154,-2.25003707159309,0.0529691568651214,0.052204875385462,0
"397","villanova miami-fl 2016",23,4,1.75,1,40.25,92,1,1.6802204799336,2.38768152675178,-5.21913801161522,0.260719682172207,1.07777937427299,-0.00548119310931785,0.12926561209799,-1
"398","kansas villanova 2016",-5,8,1.875,0,-9.375,-40,1,-0.533723682275942,-0.501662053826983,-5.42074896520917,-0.650781735087254,-1.56587581525855,0.0387711911388267,-0.0686929661132964,1
"399","oregon holy-cross 2016",39,1,1,1,39,39,15,3.43251707540471,10.0049349434429,-4.69100891409224,0.410420138243468,3.39363232550988,0.231733099715574,0.520717565572181,-1
"400","saint-josephs cincinnati 2016",2,1,1,1,2,2,1,-0.841313671714216,-1.10435793580054,-4.77859437026559,0.392367985326596,-5.2100031252316,-0.233833230954343,-0.12468956406057,0
"401","baylor yale 2016",-4,1,1,0,-4,-4,7,-1.03582844364099,1.87748089170466,-5.11324943353517,0.289665306365575,1.36656212318663,0.0877785467863004,0.0246109939668905,1
"402","duke north-carolina-wilmington 2016",8,1,1,1,8,8,9,0.362407928619759,4.6213422717996,-4.92441693267877,0.341249470963582,-0.891286168869685,0.140272653209036,0.251730048275419,-1
"403","texas northern-iowa 2016",-3,1,1,0,-3,-3,5,-0.481144358012718,2.01108475206059,-5.21912589102485,0.316491988926629,0.704657178005794,0.328744409448944,0.013315336882234,3
"404","texas-am green-bay 2016",27,1,1,1,27,27,11,1.44616433246477,5.69735734888467,-4.79246778755815,-1.01924871665785,-2.03714422925692,0.0813505670796626,0.0250992954352135,-1
"405","oregon-state virginia-commonwealth 2016",-8,1,1,0,-8,-8,3,-1.46042446768844,-1.08374154387606,-4.96131159292968,0.2600791076556,-0.816827787462302,-0.0880744252158729,-0.12992620393836,-1
"406","oklahoma cal-state-bakersfield 2016",14,1,1,1,14,14,13,0.0950620177187158,5.96351680028014,-4.69239824275042,-0.0195396334279865,-2.72090045385951,-0.0909156660504506,0.148395237703597,-1
"407","oregon saint-josephs 2016",5,2,1.5,1,7.5,10,7,0.631967717933996,1.89722159498169,-4.96821215204612,-0.717729809109552,4.22183971448648,0.162551873230002,0.171650871349774,0
"408","duke yale 2016",7,2,1.5,1,10.5,14,8,-0.58274441978025,3.13833663442349,-5.08936804748724,2.00985173478302,-0.713756949641517,0.0240804718868251,0.188315651424049,0
"409","texas-am northern-iowa 2016",4,2,1.5,1,6,8,8,0.924348603224034,2.87384741759637,-5.19842657274587,-0.689356922872872,1.609087132782,0.320982873334235,0.111816899967454,1
"410","oklahoma virginia-commonwealth 2016",4,2,1.5,1,6,8,8,0.245111394794351,2.38434989109042,-4.90998904579616,-0.597243451154501,-1.28029138444384,-0.0354362304957742,0.09268188190701,-2
"411","oregon duke 2016",14,4,1.75,1,24.5,56,3,0.126290882569004,-0.535761416982992,-5.22182886254991,-0.770602218126593,3.03850972692499,-0.0811404340027416,-0.103641999632761,0
"412","oklahoma texas-am 2016",14,4,1.75,1,24.5,56,1,-0.0454400786400537,0.975509171529973,-4.91145026921085,-0.0325668654773974,-0.0674923165739916,-0.0809772104876631,0.102845297995204,-1
"413","oregon oklahoma 2016",-12,8,1.875,0,-22.5,-96,1,0.12672670831734,-0.811911784898865,-5.25250878311492,0.813925928592444,2.3197364688773,0.0738654422836603,0.0640293227256841,0
"414","north-carolina florida-gulf-coast 2016",16,1,1,1,16,16,15,1.60273896310013,8.52406800524318,-4.90062353358835,1.1593004864861,1.0972716639315,0.141114742802561,0.382593649733224,-1
"415","southern-california providence 2016",-1,1,1,0,-1,-1,1,0.293176372468455,0.265868594636237,-4.69141675208998,-0.304756194809937,0.859836581078136,0.0426238199079332,0.18787732077186,0
"416","indiana chattanooga 2016",25,1,1,1,25,25,7,1.2843171730047,5.75759425287669,-5.0191532447088,-0.433479425250271,-2.35716839793832,0.100558511590667,0.279563507767843,2
"417","kentucky stony-brook 2016",28,1,1,1,28,28,9,-0.204093588548362,5.18807681116736,-5.05554519099215,0.671877846046664,-0.0893646766943075,-0.0325239297454273,0.00641296211381679,1
"418","notre-dame michigan 2016",7,1,1,1,7,7,5,-0.839297384758386,-0.784080052391404,-5.24195200935655,-0.142327499720416,1.56889224520879,0.138677872385281,0.0319446654415415,-1
"419","west-virginia stephen-f-austin 2016",-14,1,1,0,-14,-14,11,-1.32877892380289,3.55603344738137,-5.32113645265149,-0.316619097313113,-0.278091275503483,0.177769616748738,-0.176087108366894,1
"420","wisconsin pittsburgh 2016",4,1,1,1,4,4,3,-0.805251451798562,-0.634150890381967,-5.00377521007361,0.0955022627442439,0.343271434040744,-0.0919406090032194,-0.195564720997176,-2
"421","xavier weber-state 2016",18,1,1,1,18,18,13,0.267953110614277,6.12032496670911,-5.31766120469872,1.33087215997402,1.76539981738228,0.0891249632299177,0.0736998603841837,0
"422","north-carolina providence 2016",19,2,1.5,1,28.5,38,8,2.06233263655545,4.05465902623215,-4.66630071012834,0.573614344892734,1.64977357221781,0.205487900545616,0.505721795552364,1
"423","kentucky indiana 2016",-6,2,1.5,0,-9,-12,1,-0.350316219848717,0.250100949552127,-5.5666501909533,1.51539548997305,0.687466536657251,-0.0213299035952685,-0.110359410191241,-1
"424","notre-dame stephen-f-austin 2016",1,2,1.5,1,1.5,2,8,-2.84080821352093,1.14190739625443,-5.2884318877795,1.10239578563038,-3.0973218982871,-0.0603341100146622,-0.0501238517158367,-1
"425","xavier wisconsin 2016",-3,2,1.5,0,-4.5,-6,5,1.16889191042829,1.57173407301675,-4.71195575427383,-0.272960066871734,0.281708883566692,0.0181768438159239,0.164442981889518,0
"426","north-carolina indiana 2016",15,4,1.75,1,26.25,60,4,-0.135255270630608,1.35952517440449,-5.56257220411021,1.78443108060285,0.862356008753659,0.0646287296520901,0.0231374715136244,-1
"427","notre-dame wisconsin 2016",5,4,1.75,1,8.75,20,1,0.0179066103206393,0.0651997915451963,-4.69628492662862,0.559236800960384,-0.108526667500099,-0.0193959052424024,0.313432759801119,-1
"428","north-carolina notre-dame 2016",14,8,1.875,1,26.25,112,5,1.88847703940623,3.51184570625247,-5.1370267886181,0.0345931293499184,2.00676486689499,0.180166947596844,0.183621953752971,1
"429","virginia hampton 2016",36,1,1,1,36,36,15,2.7628278626171,11.1480796702662,-4.50879795204773,1.16261643148605,1.77302212292552,-0.0952733605671983,0.471392214384507,0
"430","texas-tech butler 2016",-10,1,1,0,-10,-10,1,-1.22742720384852,-0.88067475164213,-5.09894816389156,-1.18659195802223,0.430816605699633,0.0515561903620994,-0.149006829710752,1
"431","purdue arkansas-little-rock 2016",-2,1,1,0,-2,-2,7,-0.0616382117936185,3.88381703556848,-5.03190389807799,-0.948807679970181,-1.33810427580987,0.0747380876609869,0.0132089725416975,1
"432","iowa-state iona 2016",13,1,1,1,13,13,9,-0.0336144660362399,3.81003247729997,-5.13478721251725,0.797441300256858,-1.31898009696907,-0.0824782814704464,0.049877451411394,-1
"433","seton-hall gonzaga 2016",-16,1,1,0,-16,-16,5,-1.52970281818026,-0.612996908094281,-5.35664883249827,-0.948605268336173,3.50173918274322,0.0743398259425785,-0.19972388513331,0
"434","utah fresno-state 2016",11,1,1,1,11,11,11,0.366018585855147,3.27106108380193,-4.68213361504907,-1.63111785370827,-3.29678969772278,-0.0812481460323145,0.0804529947455553,-1
"435","dayton syracuse 2016",-19,1,1,0,-19,-19,3,0.176326098183006,-1.4775880037742,-4.85659050504878,-0.457835227992495,-2.1654825974191,-0.0809954640564406,-0.119769168865628,3
"436","michigan-state middle-tennessee 2016",-9,1,1,0,-9,-9,13,2.43913258473981,6.57381592410874,-4.83415322408849,-0.0475781601891532,-0.0549943700551978,0.175672433976052,0.368555509316209,2
"437","virginia butler 2016",8,2,1.5,1,12,16,8,0.811992833349474,3.08500127610237,-5.07108089643751,-0.257969852009135,-0.0458572629055674,-0.0239443414355366,0.0755331857076367,1
"438","iowa-state arkansas-little-rock 2016",17,2,1.5,1,25.5,34,8,-1.3632487470384,2.26572140572326,-5.01578473014271,-0.291880985442742,-0.395510094743866,-0.0385618962768467,0.0515737246663047,-1
"439","utah gonzaga 2016",-23,2,1.5,0,-34.5,-46,8,-1.47975160383114,-0.735649777878352,-5.30329295217724,-0.903884434471553,1.25477665112738,-0.038125722332915,-0.0867471794705971,1
"440","syracuse middle-tennessee 2016",25,2,1.5,1,37.5,50,5,0.191046299860552,3.98378442244021,-4.88223239306356,-0.419634008652944,3.07141389308536,0.109953819000014,0.123188857960834,-3
"441","virginia iowa-state 2016",13,4,1.75,1,22.75,52,3,1.47940352226847,3.1855192863705,-5.33707055499322,0.459142003888674,0.243218600262885,0.0387668244092139,0.0844436516430058,1
"442","syracuse gonzaga 2016",3,4,1.75,1,5.25,12,1,-1.73887721545971,-0.405942564127091,-5.34911922038895,-0.480583246172164,4.82126079278575,0.0272415352657429,-0.144516671556927,-1
"443","virginia syracuse 2016",-6,8,1.875,0,-11.25,-48,9,1.51433555125892,3.19027319918572,-4.82080846980256,1.23105908663433,-2.8173952365792,-0.0878063592533107,0.20591738349975,2
"444","kentucky hampton 2015",23,1,1,1,23,23,15,5.12920022183435,13.3190067095071,-4.47459727352364,1.58805273391276,3.58163512521806,0.194426857606285,0.681340006999885,1
"445","cincinnati purdue 2015",1,1,1,1,1,1,1,0.729172476137779,-0.24148992790391,-4.88277658227334,-0.334045030885886,2.4432389409527,0.0556588301896582,0.0648814196543526,-1
"446","west-virginia buffalo 2015",6,1,1,1,6,6,7,-0.0848421099390029,2.48690045517468,-4.8393161041127,-0.457931786708529,1.38043947775792,0.0934320023950434,-0.111175151368114,2
"447","maryland valparaiso 2015",3,1,1,1,3,3,9,-0.872829650554526,2.29190314640535,-4.94756104693291,0.0199407233415307,-2.11055907650521,-0.0783670331143246,-0.098711772769186,1
"448","butler texas 2015",8,1,1,1,8,8,5,0.0703319517606511,0.240332704953161,-4.85193548466499,1.03670787817116,-2.30553724470466,-0.075384565773231,-0.0804407312467994,-1
"449","notre-dame northeastern 2015",4,1,1,1,4,4,11,2.23220713064034,6.13597028042607,-5.23762538990362,3.19313819643111,1.28897569675393,-0.0499083067402175,0.492634028835426,-1
"450","wichita-state indiana 2015",5,1,1,1,5,5,3,2.19403284743052,2.1390030545153,-5.22846820550939,1.1761364315937,4.20227046378121,-0.0184743605165522,0.157914881367445,-1
"451","kansas new-mexico-state 2015",19,1,1,1,19,19,13,-0.87031123268046,4.43617134277108,-5.06082055471196,0.92896330155426,0.522765722308716,-0.119635272459722,-0.103792186497627,2
"452","kentucky cincinnati 2015",13,2,1.5,1,19.5,26,7,3.11025487560422,6.1720307733227,-4.79481767998516,1.76888440337537,0.495424941880279,0.043108917442126,0.385137280189605,0
"453","maryland west-virginia 2015",-10,2,1.5,0,-15,-20,1,0.102926115949476,-0.580814132546581,-4.46748005039899,-0.712723995669374,-3.41127956337174,-0.170156314360069,0.000660395638525557,0
"454","notre-dame butler 2015",3,2,1.5,1,4.5,6,3,1.29844736251815,1.19002804109242,-4.63933132896418,1.0529588888023,0.809449406420732,-0.101630196591413,0.548986881540756,-1
"455","kansas wichita-state 2015",-13,2,1.5,0,-19.5,-26,5,-2.11156560084496,-0.309382332673065,-4.94583388860598,-2.03724793894385,-1.53733321829449,0.022007763426976,-0.326786185439574,2
"456","kentucky west-virginia 2015",39,4,1.75,1,68.25,156,4,3.61978510090271,5.22667774281458,-4.46851342111239,0.864163030218559,0.716254812470803,0.0371983750424877,0.448599677553264,-1
"457","notre-dame wichita-state 2015",11,4,1.75,1,19.25,44,4,-0.419437507754674,0.553923698680506,-4.87326733290109,-0.155487263175463,-1.77677326631333,-0.126192164338333,0.174228671512772,-1
"458","kentucky notre-dame 2015",2,8,1.875,1,3.75,16,2,1.8207530473331,3.22703753951181,-5.58763093008542,-0.493258552292938,3.22809542030267,0.252837264556005,-0.100718401543612,2
"459","wisconsin coastal-carolina 2015",14,1,1,1,14,14,15,1.60573446709885,9.4072599153977,-4.80692989163036,2.40582108515649,-3.32130230265367,-0.111995099769193,0.312648370635563,-1
"460","oregon oklahoma-state 2015",6,1,1,1,6,6,1,-0.14926784254819,-0.478619441519904,-4.92066215784889,0.913372063636393,-3.14235279420046,0.0573384360817718,0.104885427156412,-2
"461","arkansas wofford 2015",3,1,1,1,3,3,7,-0.182309279549313,3.75558043741719,-4.96035765544395,0.189806767458196,2.29312631899921,0.140204317964493,0.139620618258343,0
"462","north-carolina harvard 2015",2,1,1,1,2,2,9,0.0864133783843952,5.23025696024456,-4.7349795239762,0.23026571801408,-1.72203548961985,0.0863961626101973,0.135067535202652,2
"463","xavier mississippi 2015",19,1,1,1,19,19,5,0.580445740081516,1.66531797766122,-4.73733738003216,-0.976398111803303,-1.74432688283084,-0.0471090788546704,0.0916510515104065,-2
"464","baylor georgia-state 2015",-1,1,1,0,-1,-1,11,-0.088593120898385,4.53157446588911,-5.09927252043506,-1.12956725573125,-2.04857767917165,0.242343574957975,-0.105253672309341,-1
"465","virginia-commonwealth ohio-state 2015",-3,1,1,0,-3,-3,3,-1.2298351973915,-1.87291037370089,-5.13322720948564,0.737850962494508,0.513969427118431,-0.0661478372304211,-0.172320574926804,1
"466","arizona texas-southern 2015",21,1,1,1,21,21,13,3.85554951113326,10.626619193014,-4.80690632372347,0.951963334422956,1.45431196261312,0.0845278051565964,0.38511530927598,0
"467","wisconsin oregon 2015",7,2,1.5,1,10.5,14,7,2.73129035751422,5.08598852722872,-4.99424399379212,2.18798149430993,-2.08570559820913,0.026757270212089,0.363900926914306,0
"468","north-carolina arkansas 2015",9,2,1.5,1,13.5,18,1,0.385071908005502,2.40901448426997,-4.90639271200723,-0.1551815406513,-0.995686530741132,0.0324087294912938,0.0556763994588046,0
"469","xavier georgia-state 2015",8,2,1.5,1,12,16,8,-0.761866860045292,3.56473029461977,-5.05689604965877,-0.959763228278026,-5.18703218805622,0.0285941399292325,-0.124659832925503,-1
"470","arizona ohio-state 2015",15,2,1.5,1,22.5,30,8,1.08624193412644,1.72234744020133,-5.07911987655218,0.208023632655276,-2.45783854849364,0.0294109236203791,-0.00627274961339523,0
"471","wisconsin north-carolina 2015",7,4,1.75,1,12.25,28,3,1.85654943288803,2.0974707387498,-4.89095314501906,2.40984174669811,-3.04230275728519,-0.132437094396306,0.272268870101125,-2
"472","arizona xavier 2015",8,4,1.75,1,14,32,4,2.38981406235813,2.90230107847896,-5.17163993361631,0.671490611497888,1.65056434646392,0.0718501869419045,0.178151576822077,1
"473","wisconsin arizona 2015",7,8,1.875,1,13.125,56,1,-0.119733754799842,0.706639182509127,-5.17440018945196,2.1472439157581,-2.92928299525866,-0.0751490956380622,0.167297290250139,-1
"474","villanova lafayette 2015",41,1,1,1,41,41,15,3.46299530575116,9.33077508290111,-5.38409060455546,0.301064554038928,3.38285673431386,0.0827248031787129,0.155375664438029,-1
"475","north-carolina-state louisiana-state 2015",1,1,1,1,1,1,1,-0.403215747009726,0.895234865029321,-4.82296323459615,1.90060042865741,-2.91305036767852,0.0153787489617664,-0.0525524332946727,2
"476","northern-iowa wyoming 2015",17,1,1,1,17,17,7,1.39861537253858,3.09837664327127,-5.1430280952459,0.0279220500810791,0.282374519778042,0.0790391594784707,0.186011413464586,2
"477","louisville california-irvine 2015",2,1,1,1,2,2,9,1.15571399131185,5.38882654300528,-4.94419294347285,0.91522380867168,2.25576235308316,0.0679641973126531,0.0945929578588725,-3
"478","providence dayton 2015",-13,1,1,0,-13,-13,5,-0.949596729084655,0.855025356298402,-5.20444914436546,0.208932134486869,2.57254909714012,0.128730911558586,-0.00824001655610545,1
"479","oklahoma albany-ny 2015",9,1,1,1,9,9,11,0.777209062981078,6.60667451055465,-4.95360170823126,0.467230842714463,3.37337975404267,0.0197484744633234,0.12038145704728,-1
"480","michigan-state georgia 2015",7,1,1,1,7,7,3,0.800199362565354,1.82126970000486,-4.80067852498439,0.765236266466549,-0.198199119216474,0.0201598333229898,0.19793493670619,0
"481","virginia belmont 2015",12,1,1,1,12,12,13,2.3453631288074,7.25796967266911,-5.4476258266048,2.16725040129514,2.72853289113082,0.126447265912304,0.0517330261594616,3
"482","villanova north-carolina-state 2015",-3,2,1.5,0,-4.5,-6,7,2.77086100342066,3.33850487676031,-4.72008948429847,-0.4291405843376,2.53218729767494,-0.00222909025904077,0.333185892016504,0
"483","louisville northern-iowa 2015",13,2,1.5,1,19.5,26,1,-0.487258076015227,1.26012557420893,-5.46886596924633,0.889258084316239,3.34656072682954,0.191376784754837,-0.0401966703564906,-1
"484","oklahoma dayton 2015",6,2,1.5,1,9,12,8,0.181671470543341,2.70985516683143,-5.1952586880328,0.492996897429737,1.76885138113083,0.114194876700328,0.0661848051920877,0
"485","virginia michigan-state 2015",-6,2,1.5,0,-9,-12,5,1.72490703765679,2.06093419416593,-4.98724512645804,0.657726257203331,1.02304069855066,0.012527665349156,0.0802092455158704,1
"486","louisville north-carolina-state 2015",10,4,1.75,1,17.5,40,4,1.40542158792493,1.71728115781961,-4.79330932384929,-0.582857086778539,4.09800618352415,0.0608261431898098,0.121800260410742,0
"487","oklahoma michigan-state 2015",-4,4,1.75,0,-7,-16,4,0.208131783607214,0.230084015836781,-4.99473500270792,-0.244324915521211,1.10731859705553,-0.0362280947851433,-0.0664099209466908,-1
"488","louisville michigan-state 2015",-6,8,1.875,0,-11.25,-48,3,0.554933879283205,0.25606276310616,-5.0124011670675,0.181526492479208,2.760275535099,0.0414229305682412,0.00980966337586438,-1
"489","duke robert-morris 2015",29,1,1,1,29,29,15,3.27264867888917,9.7579530862204,-4.8223270847705,1.70173101311695,-0.579249344032092,0.0804577221292157,0.495253873944534,0
"490","san-diego-state st-johns-ny 2015",12,1,1,1,12,12,1,0.732995086117331,-0.568056475859494,-4.88987882642465,-0.702793658295621,-1.78840470421672,0.120679389233771,-0.242775996235375,4
"491","utah stephen-f-austin 2015",7,1,1,1,7,7,7,0.0324723067753707,4.45694661376085,-5.3767291618852,0.653640593642495,0.667370650723809,-0.102289281510326,-0.00622704908455241,1
"492","georgetown eastern-washington 2015",10,1,1,1,10,10,9,-0.32952607954857,5.11252635912373,-5.39579266573982,-1.65320856192073,2.54929799396162,0.0941409467811535,-0.289205029727709,2
"493","southern-methodist ucla 2015",-1,1,1,0,-1,-1,5,1.58919368391183,0.753429801369265,-4.75308125403464,-0.854068087884244,2.29770201705691,0.0874620335397267,0.16380737519463,1
"494","iowa-state alabama-birmingham 2015",-1,1,1,0,-1,-1,11,1.69700691764193,5.46332296732389,-4.70778791081223,1.45830451453757,-1.59986545187672,-0.103208698562582,0.28281058458353,-1
"495","iowa davidson 2015",31,1,1,1,31,31,3,-0.538950048473797,1.40992811212207,-5.27502435725259,-1.1910093310747,3.44662205027681,0.115870829478228,-0.166169328952248,0
"496","gonzaga north-dakota-state 2015",10,1,1,1,10,10,13,3.38982889455043,7.67836120241276,-4.75895134719741,0.287289391926465,-0.276915951311114,0.152415540289277,0.487642092324241,1
"497","duke san-diego-state 2015",19,2,1.5,1,28.5,38,7,1.54102948570324,4.21459710214,-4.40457975289446,0.414130821645077,-2.27817546527199,0.0319555752226025,0.464516963923449,-1
"498","georgetown utah 2015",-11,2,1.5,0,-16.5,-22,1,-2.08467189205549,-1.94858998677772,-5.39319055254696,-0.385674452105852,1.63704566742613,0.0576699708891286,-0.129560982761717,-2
"499","ucla alabama-birmingham 2015",17,2,1.5,1,25.5,34,3,0.587575997485213,3.39307887023102,-4.75181352386659,1.01726331646786,-0.826799572611918,-0.0246912543080449,0.10471830333825,-1
"500","gonzaga iowa 2015",19,2,1.5,1,28.5,38,5,2.22605286110484,1.79218115108932,-4.73996830426782,0.33096501929392,-2.54982420364969,-0.0385967200416454,0.330601568363856,-1
"501","duke utah 2015",6,4,1.75,1,10.5,24,4,0.0181827677583684,1.18214853282431,-5.35489100866156,0.907983369027871,-0.979001798650252,0.0851904231828368,0.187589106422467,-2
"502","gonzaga ucla 2015",12,4,1.75,1,21,48,9,3.20921931297638,3.27143623150186,-4.7051189416442,0.596742033397179,-1.57269136189029,0.0142821613764051,0.410082669776344,0
"503","duke gonzaga 2015",14,8,1.875,1,26.25,112,1,-0.605599020278248,1.27547679389292,-5.49523887935378,-0.234496708587863,1.36567677320224,0.0325122433783452,-0.0181840616237629,1
"504","florida albany-ny 2014",12,1,1,1,12,12,15,2.46133836715027,8.66440679141558,-4.87531173900732,0.903244691801044,1.76759961297904,0.0661954581623086,0.310087609395076,-1
"505","colorado pittsburgh 2014",-29,1,1,0,-29,-29,1,-1.35703234987261,-2.15590273444473,-4.98471653329903,-1.52442546255252,-1.19134063888339,-0.0413256182129384,-0.184493943285778,-1
"506","virginia-commonwealth stephen-f-austin 2014",-2,1,1,0,-2,-2,7,-0.878718423846607,2.88126299999882,-5.17916891131623,0.11047101846483,3.30444842600276,-0.0784845670224033,-0.155066335095285,0
"507","ucla tulsa 2014",17,1,1,1,17,17,9,1.30887546692246,4.11798073637472,-4.80664641029896,0.96118637489556,1.33048809932285,0.0143808279883936,0.398302710187472,-1
"508","ohio-state dayton 2014",-1,1,1,0,-1,-1,5,1.01871242887173,2.67571817787294,-5.04439193569164,0.0857904903349418,3.73170785395967,-0.0573231879142858,0.0460798174818764,-1
"509","syracuse western-michigan 2014",24,1,1,1,24,24,11,1.38111804548053,5.5694606477084,-5.18049792348278,3.1393974703359,5.83841811259178,0.107302574423669,0.326745496492471,-2
"510","new-mexico stanford 2014",-5,1,1,0,-5,-5,3,0.893181434082329,-0.119040371558676,-5.01351089790221,0.48571404607834,0.0438590960943692,0.0527393168545231,0.126276170092067,0
"511","kansas eastern-kentucky 2014",11,1,1,1,11,11,13,0.215191326531381,7.23129632282857,-5.60013203127891,-1.47351713817957,0.98471270112173,0.319880281162371,0.0629272753785635,-1
"512","florida pittsburgh 2014",16,2,1.5,1,24,32,8,0.536281255821604,1.1454343730535,-4.97050528714425,-0.769622891458273,-0.00723607243404523,-0.0379435561845198,-0.0455122674514715,-1
"513","ucla stephen-f-austin 2014",17,2,1.5,1,25.5,34,8,-0.707626992600554,4.15329334754533,-5.12229325959409,0.862817519467417,1.32370274480268,-0.161332619547703,0.0923619726560855,-1
"514","syracuse dayton 2014",-2,2,1.5,0,-3,-4,8,1.24008423843734,2.52454845263017,-5.05416343850063,1.5900342217145,6.6654092489784,0.0522747247025325,0.27450852395133,-3
"515","kansas stanford 2014",-3,2,1.5,0,-4.5,-6,8,1.04355921344845,2.70860369538169,-4.98794587203177,-1.05131607606254,1.46464518151036,0.176224154828865,0.216465004587097,0
"516","florida ucla 2014",11,4,1.75,1,19.25,44,3,0.629392022129947,1.3476254934099,-5.25277196924451,-1.02851188814399,-1.28398495201235,0.0848201355024572,-0.150190059538322,0
