"","teams_d","ScoreDiff","RoundPoints","LevRoundPts","favWin","score_dxLRPts","score_dxRPts","seed_d","ws.40_d","aBPM_d","TS_d","TOV_d","StlBlk_d","OR_d","PER_d","depth_d"
"517","stanford dayton 2014",-10,4,1.75,0,-17.5,-40,1,-0.070651005912735,1.24622333645954,-5.02993646400296,0.469831817513569,1.55699034698545,-0.0553956361852654,0.0634686716922358,-2
"518","florida dayton 2014",10,8,1.875,1,18.75,80,10,1.84863275438167,3.99386371307456,-5.03051045970294,0.174329343124288,2.11726094849614,0.0181169598688062,0.170891926061484,-2
"519","virginia coastal-carolina 2014",11,1,1,1,11,11,15,2.04699338008653,8.88091491440959,-4.76086892207351,1.59447523711595,1.1952200417891,-0.0349440922749225,0.249767751157427,-1
"520","memphis george-washington 2014",5,1,1,1,5,5,1,-0.263144799959474,0.149125856900322,-4.96044248618243,0.00882903002785884,0.535915554832412,-0.0495210218673627,-0.014390400316865,0
"521","cincinnati harvard 2014",-4,1,1,0,-4,-4,7,-0.566404819718609,0.665193001539414,-5.17512612103341,0.138821573908752,1.27325320319648,0.15626792922585,-0.119717760753706,1
"522","michigan-state delaware 2014",15,1,1,1,15,15,9,1.74468344265026,6.37293019076182,-4.89004507807498,-1.5867230612743,3.48529511154998,0.0845568935393245,0.190156187901979,1
"523","north-carolina providence 2014",2,1,1,1,2,2,5,0.495443220641203,1.29586879209741,-4.90622771845331,0.000683969258557404,2.09477482757199,0.00455186619944712,0.0331807868933215,2
"524","iowa-state north-carolina-central 2014",18,1,1,1,18,18,11,-1.66201611992432,4.60624502002802,-5.09872949115516,1.16208703260688,-4.66762230947615,-0.133309816186565,-0.0155965332220028,0
"525","connecticut saint-josephs 2014",8,1,1,1,8,8,3,0.986789256743553,2.35388797389752,-5.132452308579,0.514230977211332,3.4646782500142,-0.0373197418516796,0.0762702221425016,2
"526","villanova milwaukee 2014",20,1,1,1,20,20,13,2.84932713333126,7.13834311425294,-4.82300650378517,1.2734768752318,2.88231753096933,0.107938985675335,0.408828914006918,0
"527","virginia memphis 2014",18,2,1.5,1,27,36,7,1.20046753257146,2.26575153597737,-5.03555432817439,0.933535843073805,-1.68424888392857,-0.0272925403026957,-0.036215633468532,1
"528","michigan-state harvard 2014",7,2,1.5,1,10.5,14,8,-0.267243299417348,2.80659486691893,-5.11935839930406,0.0469937756891712,-0.569835207684195,0.0498288466652324,0.131343880068343,1
"529","iowa-state north-carolina 2014",2,2,1.5,1,3,4,3,0.200238078877104,0.86536193259632,-4.74243709568508,0.508665542632745,-4.28592172484319,-0.13994397278874,0.0501715623823166,-1
"530","villanova connecticut 2014",-12,2,1.5,0,-18,-24,5,0.598389598951598,0.800078346852735,-5.13686602314333,0.117310266273948,-1.94451083733451,0.083458553730634,0.066315831480474,-1
"531","virginia michigan-state 2014",-2,4,1.75,0,-3.5,-8,3,0.154353127235452,-0.270498415215395,-5.22485542163711,0.32301842627678,-1.76294073939172,-0.00392447180218571,-0.225672866961002,0
"532","iowa-state connecticut 2014",-5,4,1.75,0,-8.75,-20,4,-0.164110049861621,0.710404960142887,-5.13748257657835,1.23932471225859,-5.020356657496,0.00102848140752263,0.113381150167303,-3
"533","michigan-state connecticut 2014",-6,8,1.875,0,-11.25,-48,3,0.610865667349035,1.53489575169847,-5.13487252066568,0.278005702530367,-0.657035156397585,0.0927764004579485,0.239593871459013,-1
"534","arizona weber-state 2014",9,1,1,1,9,9,15,1.8925145285872,8.78539056408355,-5.3599034373725,1.93045009913405,2.68051889703865,0.0950126803644896,0.176818952466533,0
"535","gonzaga oklahoma-state 2014",8,1,1,1,8,8,1,-0.0136178199742609,-0.907673610921521,-5.16481605256578,-1.34325386352515,-1.86248528189274,0.0125961251422641,-0.0217996773048885,0
"536","oklahoma north-dakota-state 2014",-5,1,1,0,-5,-5,7,-1.24108555297189,2.44760735984756,-5.4241784938469,-0.355407218983541,-2.17341981087929,0.0161115497035234,-0.232924347343599,1
"537","san-diego-state new-mexico-state 2014",4,1,1,1,4,4,9,0.920969819552377,2.96934840068361,-5.2855863059402,1.84271258919175,3.15415586476961,-0.0311922942727443,-0.0173014336484293,0
"538","baylor nebraska 2014",14,1,1,1,14,14,5,1.10695573125377,1.80293461427875,-4.77122257727352,-0.0918175061036743,0.180288724875634,0.271046285155885,0.302769373109594,0
"539","creighton louisiana-lafayette 2014",10,1,1,1,10,10,11,1.12575022004104,5.30174224308177,-4.97687229735346,0.654135508866064,-4.94555673334708,-0.181800192822662,0.106287110826597,0
"540","oregon brigham-young 2014",19,1,1,1,19,19,3,0.330532256626537,1.62743234414628,-4.89718707881565,-0.715687530367142,1.49350588528599,-0.0347707746835388,0.0501892078355041,0
"541","wisconsin american 2014",40,1,1,1,40,40,13,1.00121503472584,6.30839920756448,-5.33477082131267,4.23083007441698,-2.63997694569148,0.0265833345086868,0.284848237905867,1
"542","arizona gonzaga 2014",23,2,1.5,1,34.5,46,7,1.01450788114709,2.77981154711622,-5.372731953584,1.18137308979909,0.47634775648171,0.122248589628083,0.019293830167512,-1
"543","san-diego-state north-dakota-state 2014",19,2,1.5,1,28.5,38,8,0.593085864254238,2.72113059916062,-5.46726669802114,0.0729215663647658,1.73034348979342,0.0863655980537615,-0.185809825282387,1
"544","creighton baylor 2014",-30,2,1.5,0,-45,-60,3,0.769567877740897,0.753042441675676,-4.96202456141509,0.333163188999392,-5.36643211519699,-0.254552201768257,0.0180731416758231,0
"545","wisconsin oregon 2014",8,2,1.5,1,12,16,5,0.87263673640556,1.90515837022898,-5.33819282594896,1.77230909156917,-2.4288519827879,-0.0660855190492185,0.0828343724535884,-2
"546","arizona san-diego-state 2014",6,4,1.75,1,10.5,24,3,0.487667096293324,3.32820615010215,-4.63688627111248,-0.0954803856306015,-2.60771223708772,0.000122854829979779,0.0929412883530596,-2
"547","wisconsin baylor 2014",17,4,1.75,1,29.75,68,4,0.905648295489802,1.7832822394483,-4.99494229422634,2.0002421236615,-2.66253566971747,-0.218161125873396,0.065842073243941,-1
"548","arizona wisconsin 2014",-1,8,1.875,0,-1.875,-8,1,1.0761462342722,1.34394858904854,-5.24410879520541,-0.890530961728035,2.58828832471534,0.144767802942427,0.00404911826794319,-1
"549","wichita-state cal-poly 2014",27,1,1,1,27,27,15,5.56217954045401,10.3485462066887,-4.50918358206473,0.923139553496197,3.83301245439944,0.189029194235947,0.676426494609351,-1
"550","kentucky kansas-state 2014",7,1,1,1,7,7,1,1.14064343300086,2.14814994312903,-4.70081290341836,0.376219377114645,1.22052981363439,0.148701869189632,0.290249206140649,-1
"551","saint-louis north-carolina-state 2014",3,1,1,1,3,3,7,1.62141301674093,0.990727502453685,-4.78437053279832,-1.11811114947422,2.24903667843882,-0.100167218825949,-0.0520232507031432,-1
"552","louisville manhattan 2014",7,1,1,1,7,7,9,3.12453565037762,6.9215560549087,-4.95441383311143,2.21584900969001,1.18898558151755,0.0912786129176784,0.42254622122436,-2
"553","massachusetts tennessee 2014",-19,1,1,0,-19,-19,5,-1.84417870624037,-3.21165264728612,-5.0043189568232,-1.32934391357421,0.852795925261585,-0.157632091390497,-0.299325673572412,-1
"554","duke mercer 2014",-7,1,1,0,-7,-7,11,0.0384716752348009,5.14498421125318,-5.26900809314866,1.25485171313704,-0.643482198439019,0.0284118053003898,0.11341727293755,-3
"555","texas arizona-state 2014",2,1,1,1,2,2,3,-0.641853591521836,-0.459586903184629,-5.12240801797084,0.0722604991143916,1.60074262203848,0.276237725104864,0.0192661522728496,2
"556","michigan wofford 2014",17,1,1,1,17,17,13,1.03239877048474,8.30009875887763,-4.7171432249101,0.819085406611002,-0.78276103316551,-0.0722955752527741,0.332513631533719,-2
"557","wichita-state kentucky 2014",-2,2,1.5,0,-3,-4,7,2.09908452398189,0.0500133751695442,-4.84815491897879,0.903239047460785,2.50392542806796,-0.142431329942088,0.243180216870914,0
"558","louisville saint-louis 2014",15,2,1.5,1,22.5,30,1,2.73336201105956,4.7092381698549,-4.75360924297947,1.59366849810576,3.36883553599746,0.178001407805871,0.512938209648603,0
"559","tennessee mercer 2014",20,2,1.5,1,30,40,3,0.302694727320734,4.90387403149577,-5.29490646081023,0.705144889521018,-0.0471101044057942,0.129081739359731,0.0902385441064038,-4
"560","michigan texas 2014",14,2,1.5,1,21,28,5,1.3680812905378,2.47857567171454,-4.59217945418191,0.833534996676301,-4.12512929411032,-0.239568999917426,0.218255581551787,-2
"561","louisville kentucky 2014",-5,4,1.75,0,-8.75,-20,4,2.83314600407085,2.69794589668372,-4.85996409226425,1.08034049826095,4.2274453612133,-0.0705487895849092,0.336504762682113,-1
"562","michigan tennessee 2014",2,4,1.75,1,3.5,8,9,-0.703216296386883,-0.0981535507189868,-4.94362782133694,0.418128771518769,-2.84014756460906,-0.251444254495152,-0.0501314720012054,0
"563","michigan kentucky 2014",-3,8,1.875,0,-5.625,-24,6,0.352119679075592,0.493050343694581,-4.8288362557649,1.07766494724357,-2.97411003608896,-0.288543321538295,0.127746253129408,-1
