Game ID,Year,Region,Round,Game Location,Better Seed,Team - Better Seed,Spread,Over/Under Total,Worse Seed,Team - Worse Seed,Better Seed - Score,Worse Seed - Score,Game Winner - Team,Game Winner - Seed,Better Seed vs. Spread,Better Seed vs. Spread (Points),O/U,O/U Margin,Margin of Victory,Total Points Scored,Better Seed Conference,Worse Seed - Conference,Better Seed Ken Pom,Worse Seed Ken Pom,Better Seed and Worse Ken Pom?,Ken Pom Ranking Margin,KP EM Diff,Better Seed KP Expected Margin,Worse Seed KP Expected Marg.,Better Seed Adj Off. Eff Rank,Worse Seed Adjusted Off Eff. Rank,Better Seed Adj. Def Eff. Rank,Worse Seed Adjusted Def. Rank,Futures Better to F4,Futures Worse to F4,
923,2007,East,1) Round of 64,Winston-Salem,1,North-Carolina,-27.5,141,16,Eastern-Kentucky,86,65,North Carolina,Better Seed,Loss,6.5,OVER,10,21,151,ACC,Ohio Valley,1,187,No,186,33.847,31.151,-2.696,2,195,3,178,,,
924,2007,East,1) Round of 64,Winston-Salem,8,Marquette,2,126,9,Michigan-State,49,61,Michigan State,Worse Seed,Loss,10,UNDER,-16,12,110,Big East,Big Ten,32,16,Yes,-16,-2.93,17.401,20.331,57,63,25,11,,,
925,2007,East,1) Round of 64,Spokane,5,USC,-2.5,136,12,Arkansas,77,60,USC,Better Seed,Win,-14.5,OVER,1,17,137,Pac-10,SEC,51,39,Yes,-12,-2.492,14.065,16.557,78,80,46,20,,,
926,2007,East,1) Round of 64,Spokane,4,Texas,-8,155,13,New-Mexico-State,79,67,Texas,Better Seed,Win,-4,UNDER,-9,12,146,Big 12,WAC,19,94,No,75,12.647,20.124,7.476,4,95,85,109,,,
927,2007,East,1) Round of 64,Sacramento,6,Vanderbilt,-4,142.5,11,George-Washington,77,44,Vanderbilt,Better Seed,Win,-29,UNDER,-21.5,33,121,SEC,Atlantic 10,58,85,No,27,4.987,13.414,8.427,31,138,100,53,,,
928,2007,East,1) Round of 64,Sacramento,3,Washington-State,-6.5,124.5,14,Oral-Roberts,70,54,Washington State,Better Seed,Win,-9.5,UNDER,-0.5,16,124,Pac-10,Mid-Continent,31,83,No,52,8.69,17.517,8.827,69,117,19,66,,,
929,2007,East,1) Round of 64,Winston-Salem,7,Boston-College,-3,136,10,texas-tech,84,75,Boston College,Better Seed,Win,-6,OVER,23,9,159,ACC,Big 12,43,72,No,29,4.221,15.53,11.309,17,62,104,92,,,
930,2007,East,1) Round of 64,Winston-Salem,2,Georgetown,-17,126,15,Belmont,80,55,Georgetown,Better Seed,Win,-8,OVER,9,25,135,Big East,Atlantic Sun,5,120,No,115,22.775,27.316,4.542,3,131,16,127,,,
931,2007,East,2) Second Round,Winston-Salem,1,North-Carolina,-10,136.5,9,Michigan-State,81,67,North Carolina,Better Seed,Win,-4,OVER,11.5,14,148,ACC,Big Ten,1,16,No,15,10.82,31.151,20.331,2,63,3,11,,,
932,2007,East,2) Second Round,Spokane,4,Texas,-2.5,147,5,USC,68,87,USC,Worse Seed,Loss,21.5,OVER,8,19,155,Big 12,Pac-10,19,51,No,32,6.058,20.124,14.065,4,78,85,46,,,
933,2007,East,2) Second Round,Sacramento,3,Washington-State,-2.5,130.5,6,Vanderbilt,74,78,Vanderbilt,Worse Seed,Loss,6.5,OVER,21.5,4,152,Pac-10,SEC,31,58,No,27,4.103,17.517,13.414,69,31,19,100,,,
934,2007,East,2) Second Round,Winston-Salem,2,Georgetown,-8,128.5,7,Boston-College,62,55,Georgetown,Better Seed,Loss,1,UNDER,-11.5,7,117,Big East,ACC,5,43,No,38,11.787,27.316,15.53,3,17,16,104,,,
935,2007,East,3) Sweet 16,East Rutherford,1,North-Carolina,-8.5,152,5,USC,74,64,North Carolina,Better Seed,Win,-1.5,UNDER,-14,10,138,ACC,Pac-10,1,51,No,50,17.086,31.151,14.065,2,78,3,46,,,
936,2007,East,3) Sweet 16,East Rutherford,2,Georgetown,-8,133,6,Vanderbilt,66,65,Georgetown,Better Seed,Loss,7,UNDER,-2,1,131,Big East,SEC,5,58,No,53,13.902,27.316,13.414,3,31,16,100,,,
937,2007,East,4) Elite 8,East Rutherford,1,North-Carolina,-4,138.5,2,Georgetown,84,96,Georgetown,Worse Seed,Loss,16,OVER,41.5,12,180,ACC,Big East,1,5,No,4,3.835,31.151,27.316,2,3,3,16,,,
938,2007,South,1) Round of 64,Lexington,1,Ohio-State,-20.5,130,16,Central-Connecticut,78,57,Ohio State,Better Seed,Win,-0.5,OVER,5,21,135,Big Ten,Northeast,3,172,No,169,30.22,28.155,-2.065,8,173,8,193,,,
939,2007,South,1) Round of 64,Lexington,8,BYU,2.5,148.5,9,Xavier,77,79,Xavier,Worse Seed,Win,-0.5,OVER,7.5,2,156,Mountain West,Atlantic 10,44,29,Yes,-15,-2.528,15.494,18.022,20,12,94,78,,,
940,2007,South,1) Round of 64,Columbus,5,Tennessee,-8,165.5,12,Long-Beach-State,121,86,Tennessee,Better Seed,Win,-27,OVER,41.5,35,207,SEC,Big West,40,106,No,66,10.016,16.178,6.162,33,64,58,184,,,
941,2007,South,1) Round of 64,Columbus,4,Virginia,-9.5,136,13,Albany,84,57,Virginia,Better Seed,Win,-17.5,OVER,5,27,141,ACC,America East,53,131,No,78,10.711,13.956,3.245,55,126,57,151,,,
942,2007,South,1) Round of 64,Lexington,6,Louisville,-6.5,130.5,11,Stanford,78,58,Louisville,Better Seed,Win,-13.5,OVER,5.5,20,136,Big East,Pac-10,24,67,No,43,6.932,19.009,12.078,45,94,22,49,,,
943,2007,South,1) Round of 64,Lexington,3,texas-am,-13.5,137,14,Penn,68,52,texas-am,Better Seed,Win,-2.5,UNDER,-17,16,120,Big 12,Ivy,6,90,No,84,18.8,26.703,7.903,7,82,13,119,,,
944,2007,South,1) Round of 64,New Orleans,7,Nevada,-2,136,10,Creighton,77,71,Nevada,Better Seed,Win,-4,OVER,12,6,148,WAC,Missouri Valley,41,25,Yes,-16,-2.771,16.004,18.774,9,29,121,45,,,
945,2007,South,1) Round of 64,New Orleans,2,Memphis,-19,144.5,15,North-Texas,73,58,Memphis,Better Seed,Loss,4,UNDER,-13.5,15,131,C-USA,Sun Belt,9,164,No,155,25.493,24.24,-1.252,30,193,9,155,,,
946,2007,South,2) Second Round,Lexington,1,Ohio-State,-7.5,137,9,Xavier,78,71,Ohio State,Better Seed,Loss,0.5,OVER,12,7,149,Big Ten,Atlantic 10,3,29,No,26,10.133,28.155,18.022,8,12,8,78,,,
947,2007,South,2) Second Round,Columbus,4,Virginia,3,155.5,5,Tennessee,74,77,Tennessee,Worse Seed,Push,0,UNDER,-4.5,3,151,ACC,SEC,53,40,Yes,-13,-2.222,13.956,16.178,55,33,57,58,,,
948,2007,South,2) Second Round,Lexington,3,texas-am,-3,130.5,6,Louisville,72,69,texas-am,Better Seed,Push,0,OVER,10.5,3,141,Big 12,Big East,6,24,No,18,7.694,26.703,19.009,7,45,13,22,,,
949,2007,South,2) Second Round,New Orleans,2,Memphis,-5.5,144.5,7,Nevada,78,62,Memphis,Better Seed,Win,-10.5,UNDER,-4.5,16,140,C-USA,WAC,9,41,No,32,8.237,24.24,16.004,30,9,9,121,,,
950,2007,South,3) Sweet 16,San Antonio,1,Ohio-State,-5,144.5,5,Tennessee,85,84,Ohio State,Better Seed,Loss,4,OVER,24.5,1,169,Big Ten,SEC,3,40,No,37,11.977,28.155,16.178,8,33,8,58,,,
951,2007,South,3) Sweet 16,San Antonio,2,Memphis,3.5,135.5,3,texas-am,65,64,Memphis,Better Seed,Win,-4.5,UNDER,-6.5,1,129,C-USA,Big 12,9,6,Yes,-3,-2.462,24.24,26.703,30,7,9,13,,,
952,2007,South,4) Elite 8,San Antonio,1,Ohio-State,-2.5,136.5,2,Memphis,92,76,Ohio State,Better Seed,Win,-13.5,OVER,31.5,16,168,Big Ten,C-USA,3,9,No,6,3.914,28.155,24.24,8,30,8,9,,,
953,2006,Atlanta,1) Round of 64,Greensboro,1,Duke,-24,Not Available,16,Southern,70,54,Duke,Better Seed,Loss,8,N/A,N/A,16,124,ACC,SWAC,1,201,No,200,31.6,27.94,-3.66,1,276,24,106,,,
954,2006,Atlanta,1) Round of 64,Greensboro,8,George-Washington,-2,Not Available,9,UNC-Wilmington,88,85,George Washington,Better Seed,Win,-1,N/A,N/A,3,173,Atlantic 10,CAA,41,43,No,2,0.17,14.59,14.42,58,113,45,11,,,
955,2006,Atlanta,1) Round of 64,Jacksonville,5,Syracuse,0,Not Available,12,texas-am,58,66,texas-am,Worse Seed,Loss,8,N/A,N/A,8,124,Big East,Big 12,51,31,Yes,-20,-2.45,12.99,15.44,63,109,61,8,,,
956,2006,Atlanta,1) Round of 64,Jacksonville,4,LSU,-7,Not Available,13,Iona,80,64,LSU,Better Seed,Win,-9,N/A,N/A,16,144,SEC,MAAC,13,66,No,53,8.54,19.8,11.26,39,64,13,87,,,
957,2006,Atlanta,1) Round of 64,Auburn Hills,6,west-virginia,-4,Not Available,11,Southern-Illinois,64,46,west-virginia,Better Seed,Win,-14,N/A,N/A,18,110,Big East,Missouri Valley,20,45,No,25,3.22,17.6,14.38,10,156,88,3,,,
958,2006,Atlanta,1) Round of 64,Auburn Hills,3,Iowa,-6,Not Available,14,Northwestern-State,63,64,Northwestern State,Worse Seed,Loss,7,N/A,N/A,1,127,Big Ten,Southland,15,97,No,82,11.87,18.91,7.04,142,94,1,114,,,
959,2006,Atlanta,1) Round of 64,Dalals,7,California,2,Not Available,10,North-Carolina-State,52,58,North Carolina State,Worse Seed,Loss,4,N/A,N/A,6,110,Pac-10,ACC,50,24,Yes,-26,-3.15,13.1,16.25,51,23,72,69,,,
960,2006,Atlanta,1) Round of 64,Dalals,2,Texas,-15,Not Available,15,Penn,60,52,Texas,Better Seed,Loss,7,N/A,N/A,8,112,Big 12,Ivy,2,98,No,96,18.77,25.78,7.01,3,189,17,40,,,
961,2006,Atlanta,2) Second Round,Greensboro,1,Duke,Not Available,Not Available,8,George-Washington,74,61,Duke,Better Seed,Not Available,#VALUE!,N/A,N/A,13,135,ACC,Atlantic 10,1,41,No,40,13.35,27.94,14.59,1,58,24,45,,,
962,2006,Atlanta,2) Second Round,Jacksonville,4,LSU,Not Available,Not Available,12,texas-am,58,57,LSU,Better Seed,Not Available,#VALUE!,N/A,N/A,1,115,SEC,Big 12,13,31,No,18,4.36,19.8,15.44,39,109,13,8,,,
963,2006,Atlanta,2) Second Round,Auburn Hills,6,west-virginia,Not Available,Not Available,14,Northwestern-State,67,54,west-virginia,Better Seed,Not Available,#VALUE!,N/A,N/A,13,121,Big East,Southland,20,97,No,77,10.56,17.6,7.04,10,94,88,114,,,
964,2006,Atlanta,2) Second Round,Dalals,2,Texas,Not Available,Not Available,10,North-Carolina-State,75,54,Texas,Better Seed,Not Available,#VALUE!,N/A,N/A,21,129,Big 12,ACC,2,24,No,22,9.53,25.78,16.25,3,23,17,69,,,
965,2006,Atlanta,3) Sweet 16,Atlanta,1,Duke,Not Available,Not Available,4,LSU,54,62,LSU,Worse Seed,Not Available,#VALUE!,N/A,N/A,8,116,ACC,SEC,1,13,No,12,8.14,27.94,19.8,1,39,24,13,,,
966,2006,Atlanta,3) Sweet 16,Atlanta,2,Texas,Not Available,Not Available,6,west-virginia,74,71,Texas,Better Seed,Not Available,#VALUE!,N/A,N/A,3,145,Big 12,Big East,2,20,No,18,8.18,25.78,17.6,3,10,17,88,,,
967,2006,Atlanta,4) Elite 8,Atlanta,2,Texas,Not Available,Not Available,4,LSU,60,70,LSU,Worse Seed,Not Available,#VALUE!,N/A,N/A,10,130,Big 12,SEC,2,13,No,11,5.98,25.78,19.8,3,39,17,13,,,
968,2006,Oakland,1) Round of 64,Dallas,1,Memphis,-12,Not Available,16,Oral-Roberts,94,78,Memphis,Better Seed,Win,-4,N/A,N/A,16,172,C-USA,Mid-Continent,10,109,No,99,15.87,21.78,5.91,34,107,4,120,,,
969,2006,Oakland,1) Round of 64,Dallas,8,Arkansas,-5,Not Available,9,Bucknell,55,59,Bucknell,Worse Seed,Loss,9,N/A,N/A,4,114,SEC,Patriot,19,55,No,36,5.28,17.71,12.43,33,114,33,25,,,
970,2006,Oakland,1) Round of 64,Auburn Hills,5,Pittsburgh,-6,Not Available,12,Kent-State,79,64,Pittsburgh,Better Seed,Win,-9,N/A,N/A,15,143,Big East,Mid-American,12,69,No,57,10.31,20.99,10.68,44,85,6,67,,,
971,2006,Oakland,1) Round of 64,Auburn Hills,4,Kansas,-7,Not Available,13,Bradley,73,77,Bradley,Worse Seed,Loss,11,N/A,N/A,4,150,Big 12,Missouri Valley,5,28,No,23,7.56,23.57,16.01,57,90,2,10,,,
972,2006,Oakland,1) Round of 64,Salt Lake City,6,Indiana,-2,Not Available,11,San-Diego-State,87,83,Indiana,Better Seed,Win,-2,N/A,N/A,4,170,Big Ten,Mountain West,23,54,No,31,3.58,16.3,12.72,67,31,22,105,,,
973,2006,Oakland,1) Round of 64,Salt Lake City,3,Gonzaga,-5,Not Available,14,Xavier,79,75,Gonzaga,Better Seed,Loss,1,N/A,N/A,4,154,WCC,Atlantic 10,44,52,No,8,1.66,14.41,12.75,4,48,171,81,,,
974,2006,Oakland,1) Round of 64,San Diego,7,Marquette,-2,Not Available,10,Alabama,85,90,Alabama,Worse Seed,Loss,7,N/A,N/A,5,175,Big East,SEC,35,68,No,33,4.46,15.2,10.74,38,46,53,116,,,
975,2006,Oakland,1) Round of 64,San Diego,2,UCLA,-19,Not Available,15,Belmont,78,44,UCLA,Better Seed,Win,-15,N/A,N/A,34,122,Pac-10,Atlantic Sun,11,154,No,143,21.38,21.71,0.33,19,76,15,261,,,
976,2006,Oakland,2) Second Round,Dallas,1,Memphis,Not Available,Not Available,9,Bucknell,72,56,Memphis,Better Seed,Not Available,#VALUE!,N/A,N/A,16,128,C-USA,Patriot,10,55,No,45,9.35,21.78,12.43,34,114,4,25,,,
977,2006,Oakland,2) Second Round,Auburn Hills,5,Pittsburgh,Not Available,Not Available,13,Bradley,66,72,Bradley,Worse Seed,Not Available,#VALUE!,N/A,N/A,6,138,Big East,Missouri Valley,12,28,No,16,4.98,20.99,16.01,44,90,6,10,,,
978,2006,Oakland,2) Second Round,Salt Lake City,3,Gonzaga,Not Available,Not Available,6,Indiana,90,80,Gonzaga,Better Seed,Not Available,#VALUE!,N/A,N/A,10,170,WCC,Big Ten,44,23,Yes,-21,-1.89,14.41,16.3,4,67,171,22,,,
979,2006,Oakland,2) Second Round,San Diego,2,UCLA,Not Available,Not Available,10,Alabama,62,59,UCLA,Better Seed,Not Available,#VALUE!,N/A,N/A,3,121,Pac-10,SEC,11,68,No,57,10.97,21.71,10.74,19,46,15,116,,,
980,2006,Oakland,3) Sweet 16,Oakland,1,Memphis,Not Available,Not Available,13,Bradley,80,64,Memphis,Better Seed,Not Available,#VALUE!,N/A,N/A,16,144,C-USA,Missouri Valley,10,28,No,18,5.77,21.78,16.01,34,90,4,10,,,
981,2006,Oakland,3) Sweet 16,Oakland,2,UCLA,Not Available,Not Available,3,Gonzaga,73,71,UCLA,Better Seed,Not Available,#VALUE!,N/A,N/A,2,144,Pac-10,WCC,11,44,No,33,7.3,21.71,14.41,19,4,15,171,,,
982,2006,Oakland,4) Elite 8,Oakland,1,Memphis,Not Available,Not Available,2,UCLA,45,50,UCLA,Worse Seed,Not Available,#VALUE!,N/A,N/A,5,95,C-USA,Pac-10,10,11,No,1,0.07,21.78,21.71,34,19,4,15,,,
983,2006,Minneapolis,1) Round of 64,Philadelphia,1,Villanova,-19,Not Available,16,Monmouth,58,45,Villanova,Better Seed,Loss,6,N/A,N/A,13,103,Big East,Northeast,4,180,No,176,27.07,25.16,-1.91,7,281,12,73,,,
984,2006,Minneapolis,1) Round of 64,Philadelphia,8,Arizona,-1,Not Available,9,Wisconsin,94,75,Arizona,Better Seed,Win,-18,N/A,N/A,19,169,Pac-10,Big Ten,32,26,Yes,-6,-0.82,15.39,16.21,70,36,30,44,,,
985,2006,Minneapolis,1) Round of 64,Salt Lake City,5,Nevada,-7,Not Available,12,Montana,79,87,Montana,Worse Seed,Loss,15,N/A,N/A,8,166,WAC,Big Sky,29,85,No,56,7.14,15.84,8.7,69,37,26,165,,,
986,2006,Minneapolis,1) Round of 64,Salt Lake City,4,Boston-College,-8,Not Available,13,Pacific,88,76,Boston College,Better Seed,Win,-4,N/A,N/A,12,164,ACC,Big West,18,67,No,49,6.65,17.71,11.06,2,62,119,93,,,
987,2006,Minneapolis,1) Round of 64,Jacksonville,6,Oklahoma,-2,Not Available,11,Milwaukee,74,82,Milwaukee,Worse Seed,Loss,10,N/A,N/A,8,156,Big 12,Horizon,42,61,No,19,2.68,14.54,11.86,25,80,92,51,,,
988,2006,Minneapolis,1) Round of 64,Jacksonville,3,Florida,-8,Not Available,14,South-Alabama,76,50,Florida,Better Seed,Win,-18,N/A,N/A,26,126,SEC,Sun Belt,6,78,No,72,13.54,23.29,9.75,14,65,18,112,,,
989,2006,Minneapolis,1) Round of 64,Dayton,7,Georgetown,-3,Not Available,10,Northern-Iowa,54,49,Georgetown,Better Seed,Win,-2,N/A,N/A,5,103,Big East,Missouri Valley,14,27,No,13,3.16,19.22,16.06,12,60,58,29,,,
990,2006,Minneapolis,1) Round of 64,Dayton,2,Ohio-State,-10,Not Available,15,Davidson,70,62,Ohio State,Better Seed,Loss,2,N/A,N/A,8,132,Big Ten,Southern,9,121,No,112,17.53,22.29,4.76,16,52,14,221,,,
991,2006,Minneapolis,2) Second Round,Philadelphia,1,Villanova,Not Available,Not Available,8,Arizona,82,78,Villanova,Better Seed,Not Available,#VALUE!,N/A,N/A,4,160,Big East,Pac-10,4,32,No,28,9.77,25.16,15.39,7,70,12,30,,,
992,2006,Minneapolis,2) Second Round,Salt Lake City,4,Boston-College,Not Available,Not Available,12,Montana,69,56,Boston College,Better Seed,Not Available,#VALUE!,N/A,N/A,13,125,ACC,Big Sky,18,85,No,67,9.01,17.71,8.7,2,37,119,165,,,
993,2006,Minneapolis,2) Second Round,Jacksonville,3,Florida,Not Available,Not Available,11,Milwaukee,82,60,Florida,Better Seed,Not Available,#VALUE!,N/A,N/A,22,142,SEC,Horizon,6,61,No,55,11.43,23.29,11.86,14,80,18,51,,,
994,2006,Minneapolis,2) Second Round,Dayton,2,Ohio-State,Not Available,Not Available,7,Georgetown,52,70,Georgetown,Worse Seed,Not Available,#VALUE!,N/A,N/A,18,122,Big Ten,Big East,9,14,No,5,3.07,22.29,19.22,16,12,14,58,,,
995,2006,Minneapolis,3) Sweet 16,Minneapolis,1,Villanova,Not Available,Not Available,4,Boston-College,60,59,Villanova,Better Seed,Not Available,#VALUE!,N/A,N/A,1,119,Big East,ACC,4,18,No,14,7.45,25.16,17.71,7,2,12,119,,,
996,2006,Minneapolis,3) Sweet 16,Minneapolis,3,Florida,Not Available,Not Available,7,Georgetown,57,53,Florida,Better Seed,Not Available,#VALUE!,N/A,N/A,4,110,SEC,Big East,6,14,No,8,4.07,23.29,19.22,14,12,18,58,,,
997,2006,Minneapolis,4) Elite 8,Minneapolis,1,Villanova,Not Available,Not Available,3,Florida,62,75,Florida,Worse Seed,Not Available,#VALUE!,N/A,N/A,13,137,Big East,SEC,4,6,No,2,1.87,25.16,23.29,7,14,12,18,,,
998,2006,"Washington, D.C.",1) Round of 64,Philadelphia,1,Connecticut,-21,Not Available,16,Albany,72,59,Connecticut,Better Seed,Loss,8,N/A,N/A,13,131,Big East,America East,3,139,No,136,22.95,25.25,2.3,8,117,9,176,,,
999,2006,"Washington, D.C.",1) Round of 64,Philadelphia,8,Kentucky,-2,Not Available,9,UAB,69,64,Kentucky,Better Seed,Win,-3,N/A,N/A,5,133,SEC,C-USA,30,58,No,28,3.32,15.52,12.2,21,71,84,62,,,
1000,2006,"Washington, D.C.",1) Round of 64,San Diego,5,Washington,-6,Not Available,12,Utah-State,75,61,Washington,Better Seed,Win,-8,N/A,N/A,14,136,Pac-10,WAC,17,64,No,47,6.94,18.4,11.46,15,20,60,155,,,
1001,2006,"Washington, D.C.",1) Round of 64,San Diego,4,Illinois,-8,Not Available,13,Air-Force,78,69,Illinois,Better Seed,Win,-1,N/A,N/A,9,147,Big Ten,Mountain West,7,37,No,30,8.19,23.25,15.06,17,24,7,85,,,
1002,2006,"Washington, D.C.",1) Round of 64,Dayton,6,Michigan-State,-4,Not Available,11,George-Mason,65,75,George Mason,Worse Seed,Loss,14,N/A,N/A,10,140,Big Ten,CAA,21,25,No,4,0.44,16.68,16.24,9,72,103,19,,,
1003,2006,"Washington, D.C.",1) Round of 64,Dayton,3,North-Carolina,-11,Not Available,14,Murray-State,69,65,North Carolina,Better Seed,Loss,7,N/A,N/A,4,134,ACC,Ohio Valley,8,89,No,81,14.61,22.72,8.11,11,146,23,49,,,
1004,2006,"Washington, D.C.",1) Round of 64,Greensboro,7,Wichita-State,-2,Not Available,10,Seton-Hall,86,66,Wichita State,Better Seed,Win,-18,N/A,N/A,20,152,Missouri Valley,Big East,36,79,No,43,5.69,15.12,9.43,45,108,47,63,,,
1005,2006,"Washington, D.C.",1) Round of 64,Greensboro,2,Tennessee,-7,Not Available,15,Winthrop,63,61,Tennessee,Better Seed,Loss,5,N/A,N/A,2,124,SEC,Big South,16,81,No,65,9.42,18.72,9.3,6,148,82,39,,,
1006,2006,"Washington, D.C.",2) Second Round,Philadelphia,1,Connecticut,Not Available,Not Available,8,Kentucky,87,83,Connecticut,Better Seed,Not Available,#VALUE!,N/A,N/A,4,170,Big East,SEC,3,30,No,27,9.73,25.25,15.52,8,21,9,84,,,
1007,2006,"Washington, D.C.",2) Second Round,San Diego,4,Illinois,Not Available,Not Available,5,Washington,64,67,Washington,Worse Seed,Not Available,#VALUE!,N/A,N/A,3,131,Big Ten,Pac-10,7,17,No,10,4.85,23.25,18.4,17,15,7,60,,,
1008,2006,"Washington, D.C.",2) Second Round,Dayton,3,North-Carolina,Not Available,Not Available,11,George-Mason,60,65,George Mason,Worse Seed,Not Available,#VALUE!,N/A,N/A,5,125,ACC,CAA,8,25,No,17,6.48,22.72,16.24,11,72,23,19,,,
1009,2006,"Washington, D.C.",2) Second Round,Greensboro,2,Tennessee,Not Available,Not Available,7,Wichita-State,73,80,Wichita State,Worse Seed,Not Available,#VALUE!,N/A,N/A,7,153,SEC,Missouri Valley,16,36,No,20,3.6,18.72,15.12,6,45,82,47,,,
1010,2006,"Washington, D.C.",3) Sweet 16,Washington D.C.,1,Connecticut,Not Available,Not Available,5,Washington,98,92,Connecticut,Better Seed,Not Available,#VALUE!,N/A,N/A,6,190,Big East,Pac-10,3,17,No,14,6.85,25.25,18.4,8,15,9,60,,,
1011,2006,"Washington, D.C.",3) Sweet 16,Washington D.C.,7,Wichita-State,Not Available,Not Available,11,George-Mason,55,63,George Mason,Worse Seed,Not Available,#VALUE!,N/A,N/A,8,118,Missouri Valley,CAA,36,25,Yes,-11,-1.12,15.12,16.24,45,72,47,19,,,
1012,2006,"Washington, D.C.",4) Elite 8,Washington D.C.,1,Connecticut,Not Available,Not Available,11,George-Mason,84,86,George Mason,Worse Seed,Not Available,#VALUE!,N/A,N/A,2,170,Big East,CAA,3,25,No,22,9.01,25.25,16.24,8,72,9,19,,,
1013,2005,Chicago,1) Round of 64,Indianapolis,1,Illinois,-26,Not Available,16,Fairleigh-Dickinson,67,55,Illinois,Better Seed,Loss,14,N/A,N/A,12,122,Big Ten,Northeast,1,195,No,194,35.45,32.4,-3.05,2,179,8,213,,,
1014,2005,Chicago,1) Round of 64,Indianapolis,8,Texas,-1,Not Available,9,Nevada,57,61,Nevada,Worse Seed,Loss,5,N/A,N/A,4,118,Big 12,WAC,28,60,No,32,6.05,17.3,11.25,27,156,51,14,,,
1015,2005,Chicago,1) Round of 64,Cleveland,5,Alabama,-3,Not Available,12,Milwaukee,73,83,Milwaukee,Worse Seed,Loss,13,N/A,N/A,10,156,SEC,Horizon,15,46,No,31,8.29,20.99,12.7,8,83,59,32,,,
1016,2005,Chicago,1) Round of 64,Cleveland,4,Boston-College,-6,Not Available,13,Penn,85,65,Boston College,Better Seed,Win,-14,N/A,N/A,20,150,Big East,Ivy,26,73,No,47,7.68,17.59,9.91,28,176,42,15,,,
1017,2005,Chicago,1) Round of 64,Boise,6,LSU,-3,Not Available,11,UAB,68,82,UAB,Worse Seed,Loss,17,N/A,N/A,14,150,SEC,C-USA,37,49,No,12,2.15,14.25,12.1,19,53,124,73,,,
1018,2005,Chicago,1) Round of 64,Boise,3,Arizona,-5,Not Available,14,Utah-State,66,53,Arizona,Better Seed,Win,-8,N/A,N/A,13,119,Pac-10,Big West,17,19,No,2,0.31,20.25,19.94,18,11,35,56,,,
1019,2005,Chicago,1) Round of 64,Oklahoma City,7,Southern-Illinois,-2,Not Available,10,Saint-Marys-Ca,65,56,Southern Illinois,Better Seed,Win,-7,N/A,N/A,9,121,Missouri Valley,WCC,29,77,No,48,6.48,16.11,9.63,71,97,13,60,,,
1020,2005,Chicago,1) Round of 64,Oklahoma City,2,Oklahoma-State,-18,Not Available,15,Southeastern-Louisiana,63,50,Oklahoma State,Better Seed,Loss,5,N/A,N/A,13,113,Big 12,Southland,4,136,No,132,22.91,25.37,2.46,3,235,47,46,,,
1021,2005,Chicago,2) Second Round,Indianapolis,1,Illinois,Not Available,Not Available,9,Nevada,71,59,Illinois,Better Seed,Not Available,#VALUE!,N/A,N/A,12,130,Big Ten,WAC,1,60,No,59,21.15,32.4,11.25,2,156,8,14,,,
1022,2005,Chicago,2) Second Round,Cleveland,4,Boston-College,Not Available,Not Available,12,Milwaukee,75,83,Milwaukee,Worse Seed,Not Available,#VALUE!,N/A,N/A,8,158,Big East,Horizon,26,46,No,20,4.89,17.59,12.7,28,83,42,32,,,
1023,2005,Chicago,2) Second Round,Boise,3,Arizona,Not Available,Not Available,11,UAB,85,63,Arizona,Better Seed,Not Available,#VALUE!,N/A,N/A,22,148,Pac-10,C-USA,17,49,No,32,8.15,20.25,12.1,18,53,35,73,,,
1024,2005,Chicago,2) Second Round,Oklahoma City,2,Oklahoma-State,Not Available,Not Available,7,Southern-Illinois,85,77,Oklahoma State,Better Seed,Not Available,#VALUE!,N/A,N/A,8,162,Big 12,Missouri Valley,4,29,No,25,9.26,25.37,16.11,3,71,47,13,,,
1025,2005,Chicago,3) Sweet 16,Chicago,1,Illinois,Not Available,Not Available,12,Milwaukee,77,63,Illinois,Better Seed,Not Available,#VALUE!,N/A,N/A,14,140,Big Ten,Horizon,1,46,No,45,19.7,32.4,12.7,2,83,8,32,,,
1026,2005,Chicago,3) Sweet 16,Chicago,2,Oklahoma-State,Not Available,Not Available,3,Arizona,78,79,Arizona,Worse Seed,Not Available,#VALUE!,N/A,N/A,1,157,Big 12,Pac-10,4,17,No,13,5.12,25.37,20.25,3,18,47,35,,,
1027,2005,Chicago,4) Elite 8,Chicago,1,Illinois,Not Available,Not Available,3,Arizona,90,89,Illinois,Better Seed,Not Available,#VALUE!,N/A,N/A,1,179,Big Ten,Pac-10,1,17,No,16,12.15,32.4,20.25,2,18,8,35,,,
1028,2005,Albuquerque,1) Round of 64,Boise,1,Washington,-20,Not Available,16,Montana,88,77,Washington,Better Seed,Loss,9,N/A,N/A,11,165,Pac-10,Big Sky,13,193,No,180,25.17,22.28,-2.89,5,215,69,165,,,
1029,2005,Albuquerque,1) Round of 64,Boise,8,Pacific,4,Not Available,9,Pittsburgh,79,71,Pacific,Better Seed,Win,-12,N/A,N/A,8,150,Big West,Big East,41,24,Yes,-17,-4.49,13.92,18.41,26,21,100,49,,,
