"","teams","seed","ws.40","aBPM","TS","TOV","StlBlk","OR","PER","depth"
"48","princeton","15",5.66822636177875,1.11512225556315,5.69424303797468,-7.61556901938183,7.55830980613589,0.473730090350608,1.59462659813621,9
"49","houston","1",8.44230674757717,7.75945007232474,5.59658595641647,-6.29597232138461,14.668315629742,0.684896625808916,1.9879618545077,9
"50","northern-kentucky","16",5.28433350959596,0.186810808482942,5.40656348138179,-7.3288622025116,12.0853260039701,0.559664848975584,1.64997117845707,9
"51","iowa","8",5.33473664036443,4.78357834628888,5.55004178854994,-5.58720426613095,8.94735454095929,0.550146914367789,1.8295768891918,8
"52","auburn","9",5.439867892597,5.30538983511104,5.44572026022305,-7.49365844051033,13.0601162989567,0.556729725453787,1.68343248311909,9
"53","miami-fl","5",5.50970056278233,4.15720598527396,5.89061074918567,-7.01288064327694,9.46306464345233,0.46499956620067,1.82545760045346,8
"54","drake","12",6.71531692223192,3.00871822130855,5.76298282362798,-6.66520027426292,7.35070466160756,0.441058364194898,1.7152630089612,8
"55","indiana","4",5.47399617417031,5.41845590335851,5.73714803078316,-7.02823505751473,10.4971739130435,0.505571361305774,1.73557338048895,8
"56","kent-state","13",6.43181674238583,2.89616419501392,5.54389010989011,-6.89757617699763,13.0971750433276,0.553072369578491,1.77269603328193,7
"57","iowa-state","6",5.27882614034884,5.04783452565023,5.32439117929051,-8.43040082818982,12.0287526087655,0.555555925334086,1.48640736228637,9
"58","pittsburgh","11",5.56111283701179,3.65779880238607,5.78580126849894,-6.97206251169809,9.03900903808909,0.518393144060972,1.75238964306932,8
"59","xavier","3",5.72755711370636,5.61556845247148,5.87472197705207,-7.1240388724493,8.48369681801931,0.514407558118775,1.78648744920104,6
"60","kennesaw-state","14",5.39778768292126,0.353786271423403,5.6101514531314,-7.48040633920586,10.0865523465704,0.428243580026291,1.5903652683233,9
"61","texas-am","7",5.61520464329989,4.62123721110979,5.49181780366057,-7.62025725472391,9.20531626506024,0.630430606528625,1.58389318944525,10
"62","penn-state","10",5.21670275749485,4.74106107411273,5.84340144742444,-5.94754213440822,6.43711517424598,0.32051811197479,1.70768815943552,8
"63","texas","2",6.28595772734771,6.59777357624893,5.65826204238921,-6.91506517468152,10.8348289649045,0.50175103712669,1.72257073113493,9
"64","colgate","15",6.30518824602255,1.21235693425967,6.05174990169092,-6.80213365331398,9.4996142570591,0.428837277982454,1.92571761603404,8
"65","arizona-state","11",4.67799217118111,3.88171486861458,5.11735038830516,-6.96302992049791,11.8105431309904,0.501968319698453,1.49194360963693,9
"66","nevada","11",5.22347093069024,3.66710945610874,5.63627730717789,-6.9508681368311,8.99334273182957,0.374078665288772,1.55543041647326,9
