"","teams","finalFourTeam","seed","ws.40","aBPM","TS","TOV","StlBlk","OR","PER","depth"
"461","wichita-state 2015",0,7,7.50399342189408,7.01542366436649,5.48857933579336,-6.06661003987499,11.8512122218532,0.590095438561422,1.9836688911448,8
"462","indiana 2015",0,10,5.30996057446356,4.87642060985118,5.77732613908873,-7.2427464714687,7.64894175807199,0.608569799077974,1.82575400977735,9
"463","kansas 2015",0,2,5.39242782104912,6.70604133169342,5.42745447187373,-8.10385797881884,10.3138790035587,0.612103201988398,1.65688270570523,10
"464","new-mexico-state 2015",0,15,6.26273905372958,2.26986998892234,5.60356600189933,-9.0328212803731,9.79111328125,0.73173847444812,1.76067489220285,8
"465","wisconsin 2015",1,1,7.74706239579605,9.58550492179187,5.94251615218952,-5.08102049651848,7.35883115200207,0.535188563538241,2.09244493687852,8
"466","coastal-carolina 2015",0,16,6.1413279286972,0.178245006394175,5.40118150684932,-7.48684158167497,10.6801334546557,0.647183663307433,1.77979656624295,9
"467","oregon 2015",0,8,5.01577203828183,4.49951639456315,5.58849560901107,-7.26900199082841,9.44453675021121,0.508431293326152,1.72854400996421,8
"468","oklahoma-state 2015",0,9,5.16503988083002,4.97813583608305,5.47951171875,-8.18237405446481,12.5868895444117,0.45109285724438,1.6236585828078,10
"469","arkansas 2015",0,5,5.50544105490251,5.0790196987721,5.45491318803103,-7.33568070256529,11.3968204400284,0.635216928443253,1.76449966731859,10
"470","wofford 2015",0,12,5.68775033445183,1.32343926135491,5.50584897424705,-7.52548747002349,9.10369412102918,0.49501261047876,1.62487904906025,10
"471","north-carolina 2015",0,4,5.89051296290802,7.48803418304207,5.48520476023801,-7.49086224321659,10.4011339092873,0.667625657934547,1.82017606677739,10
"472","harvard 2015",0,13,5.80409958452362,2.25777722279751,5.2835,-7.72112796123067,12.1231693989071,0.581229495324349,1.68510853157474,8
"473","xavier 2015",0,6,5.47698208823776,5.97656466080379,5.7485051140834,-7.89975502377447,8.63754980079681,0.538487472234398,1.7469960698063,8
"474","mississippi 2015",0,11,4.89653634815625,4.31124668314257,5.3121878914405,-6.92335691197117,10.3818766836277,0.585596551089069,1.65534501829589,10
"475","baylor 2015",0,3,6.15025582738467,6.94340883207312,5.32474040632054,-8.06955905122769,11.7760043096814,0.752236907263141,1.76640223042246,8
"476","georgia-state 2015",0,14,6.23884894828306,2.41183436618402,5.63174656106711,-6.93999179549644,13.824581988853,0.509893332305166,1.8716559027318,9
"477","virginia-commonwealth 2015",0,7,5.55071901907795,5.28360792538053,5.22757847533632,-6.69843708243735,13.2599221228728,0.514778898325502,1.75909982131497,10
"478","ohio-state 2015",0,10,6.78055421646945,7.15651829908141,5.65598505701927,-7.43628804493186,12.7459526957544,0.580926735555924,1.93142039624177,9
"479","arizona 2015",0,2,7.86679615059589,8.87886573928274,5.76865180467091,-7.22826441227658,10.2881141472607,0.610337659176303,1.92514764662838,9
"480","texas-southern 2015",0,15,4.01124663946263,-1.74775345373125,5.38377150419056,-8.18022774669954,8.83380218464761,0.525809854019706,1.5400323373524,9
"481","villanova 2015",0,1,7.7460504303896,8.63876020224054,5.93497378277154,-7.02659883419843,11.173425477344,0.566238642215077,1.991005688522,8
"482","lafayette 2015",0,16,4.28305512463844,-0.692014880660571,5.97758798283262,-7.32766338823736,7.79056874303011,0.483513839036364,1.83563002408397,9
"483","north-carolina-state 2015",0,8,4.97518942696894,5.30025532548023,5.31358686257563,-6.59745824986083,8.64123817966903,0.568467732474118,1.65781979650549,8
"484","louisiana-state 2015",0,9,5.37840517397866,4.40502046045091,5.35432192085371,-8.49805867851825,11.5542885473475,0.553088983512352,1.71037222980017,6
"485","northern-iowa 2015",0,5,6.86786909090909,5.75741090909091,5.98914350797267,-8.06957342095561,9.39268363636364,0.437917090909091,1.81981672727273,9
"486","wyoming 2015",0,12,5.46925371837051,2.65903426581964,5.74194244604317,-8.09749547103669,9.1103091165856,0.35887793143062,1.63380531380814,7
"487","louisville 2015",0,4,6.38061101489387,7.01753648329984,5.20277538726334,-7.18031533663937,12.7392443631932,0.629293875663928,1.77962005691624,8
"488","california-irvine 2015",0,13,5.22489702358202,1.62870994029455,5.46447048219919,-8.09553914531105,10.48348201011,0.561329678351275,1.68502709905736,11
"489","providence 2015",0,6,4.90254071958988,5.13672792549743,5.28753246753247,-7.89023150758266,11.889985141159,0.566178885168801,1.62897565084549,9
"490","dayton 2015",0,11,5.85213744867453,4.28170256919902,5.7332023911187,-8.09916364206953,9.31743604401887,0.437447973610215,1.63721566740159,8
"491","oklahoma 2015",0,3,6.03380891921787,6.99155773603046,5.37943703085905,-7.60616674463979,11.0862874251497,0.551642850310543,1.70340047259368,8
"492","albany-ny 2015",0,14,5.2565998562368,0.384883225475804,5.49154541131717,-8.07339758735425,7.71290767110703,0.53189437584722,1.5830190155464,9
"493","michigan-state 2015",1,7,5.82567713561066,6.76147372019368,5.53267870579383,-7.36184182911858,9.97896882809417,0.587870945095687,1.76981039354037,9
